gene,pt214_mTEC.hi_new_Aligned.out.bam,pt214_mTEC.lo_new_Aligned.out.bam,pt221_mTEC.hi_new_Aligned.out.bam,pt221_mTEC.lo_new_Aligned.out.bam,pt226_mTEC.hi_new_Aligned.out.bam,pt226_mTEC.lo_new_Aligned.out.bam
ENSG00000164270.17,67,7,16,4,22,2
ENSG00000164283.13,387,12,148,23,93,17
ENSG00000164284.15,2637,2340,1455,1591,1151,1232
ENSG00000164287.12,660,22,267,9,406,18
ENSG00000164291.17,998,1704,377,676,290,594
ENSG00000164292.13,17432,13313,2721,4395,2912,3784
ENSG00000164294.14,831,1905,180,630,147,629
ENSG00000164296.7,748,570,351,292,346,279
ENSG00000164299.7,0,0,0,0,0,0
ENSG00000164300.17,12277,7876,3729,2974,3596,2684
ENSG00000164303.11,2453,321,2929,445,1982,578
ENSG00000164304.16,54,36,26,19,37,5
ENSG00000164305.19,8406,8869,3217,3207,3785,5624
ENSG00000164306.11,2604,2417,1289,1192,1203,1577
ENSG00000164307.13,24191,21173,12263,11174,12740,12488
ENSG00000164308.17,1817,1660,811,876,794,1045
ENSG00000164309.15,11641,11181,3763,2834,3775,4098
ENSG00000164318.18,14806,13006,8943,9381,7309,8947
ENSG00000164323.14,5875,5305,2599,2509,2068,2290
ENSG00000164325.8,0,0,0,0,3,0
ENSG00000164326.5,420,0,161,2,232,0
ENSG00000164327.13,16503,15260,5774,6253,5467,7647
ENSG00000164329.13,8912,7407,4193,3487,3711,3859
ENSG00000164330.17,3731,1206,1755,1589,1989,1021
ENSG00000164331.10,4980,5349,2497,2954,1799,2711
ENSG00000164332.8,4115,3241,2248,1724,1980,1421
ENSG00000164334.15,5,0,0,0,0,0
ENSG00000164338.10,4976,3336,2292,1882,2562,2350
ENSG00000164342.12,1339,1976,246,545,340,799
ENSG00000164344.16,459,456,183,182,106,135
ENSG00000164346.10,9041,9952,6593,6337,4700,5503
ENSG00000164347.18,6944,3632,3010,1768,2719,1569
ENSG00000164362.21,284,276,144,103,194,61
ENSG00000164363.10,2,0,21,3,18,0
ENSG00000164366.4,1477,1947,910,1004,730,844
ENSG00000164379.7,889,88,1718,175,2784,346
ENSG00000164385.9,56,56,18,36,19,37
ENSG00000164393.8,24,19,44,57,60,18
ENSG00000164398.14,403,194,102,327,113,124
ENSG00000164399.5,158,0,78,2,49,0
ENSG00000164400.6,219,8,66,0,39,2
ENSG00000164402.14,18362,16986,9155,8935,9642,10084
ENSG00000164403.14,1150,1554,588,1066,526,1021
ENSG00000164404.8,691,834,472,518,511,424
ENSG00000164405.11,2215,2188,1594,1699,1549,1280
ENSG00000164406.8,202,219,137,168,105,193
ENSG00000164411.12,127,70,49,89,39,56
ENSG00000164414.18,1465,1544,596,810,439,859
ENSG00000164418.20,31,15,28,56,8,22
ENSG00000164430.16,3575,1850,2041,829,2108,920
ENSG00000164434.12,177,146,451,401,388,84
ENSG00000164438.6,11,0,16,0,15,2
ENSG00000164440.15,10813,11203,2876,3996,3877,5894
ENSG00000164442.10,12097,22689,8317,12115,7306,10600
ENSG00000164451.13,23,0,8,0,8,0
ENSG00000164458.9,40,0,13,0,18,0
ENSG00000164463.12,14891,14656,6039,5269,4977,6503
ENSG00000164465.18,1729,1077,916,846,672,596
ENSG00000164466.13,6858,6183,3733,3646,2856,3175
ENSG00000164483.17,430,82,402,99,292,56
ENSG00000164484.11,11095,2619,7503,2184,6837,1858
ENSG00000164485.15,148,0,142,28,376,56
ENSG00000164488.12,2305,4823,532,2648,967,3423
ENSG00000164494.12,2914,2756,1342,1206,1093,1167
ENSG00000164500.6,18,0,9,0,10,0
ENSG00000164506.14,4288,4433,1682,1441,1437,1717
ENSG00000164508.4,0,0,0,0,0,0
ENSG00000164509.15,4597,5897,838,1284,932,2261
ENSG00000164512.18,493,734,116,241,214,517
ENSG00000164520.11,58,22,72,7,59,16
ENSG00000164530.15,234,21,189,184,250,309
ENSG00000164532.11,138,0,25,0,89,1
ENSG00000164535.15,2511,1896,1663,1291,1732,1143
ENSG00000164542.12,2992,4003,990,1461,852,1858
ENSG00000164543.7,8706,6282,3580,2654,3342,3328
ENSG00000164548.11,22423,20750,11579,10782,11411,12583
ENSG00000164556.7,104,28,30,12,41,21
ENSG00000164574.16,7704,7023,3569,3854,3180,4171
ENSG00000164576.12,5764,7189,3669,3685,2755,3415
ENSG00000164587.13,39056,48749,33236,37020,32168,37599
ENSG00000164588.8,39,166,13,319,11,108
ENSG00000164591.13,253,447,66,175,94,293
ENSG00000164597.13,10372,9009,4204,4107,4064,4156
ENSG00000164600.7,0,0,4,4,0,3
ENSG00000164603.12,2951,3870,1049,1530,909,1473
ENSG00000164604.12,162,165,41,75,45,89
ENSG00000164609.10,7359,6548,4570,3627,3934,3423
ENSG00000164610.9,597,749,382,495,349,453
ENSG00000164611.13,3199,2963,2098,1175,2143,1379
ENSG00000164615.5,3651,3926,2103,2144,2085,2377
ENSG00000164616.16,312,561,26,30,10,57
ENSG00000164619.10,2713,3021,1159,1393,1928,2445
ENSG00000164620.9,527,615,463,438,273,394
ENSG00000164621.5,40,60,8,16,20,31
ENSG00000164626.9,5685,572,3985,488,3866,497
ENSG00000164627.18,184,122,112,88,117,97
ENSG00000164631.19,5239,4839,1775,2214,1687,2064
ENSG00000164638.10,291,385,310,468,315,356
ENSG00000164645.3,0,0,0,0,0,0
ENSG00000164647.9,402,414,118,214,95,228
ENSG00000164649.20,3515,5014,1748,2178,1765,1947
ENSG00000164651.16,38,13,35,9,30,0
ENSG00000164654.16,4462,4645,1902,1862,1933,1917
ENSG00000164659.15,1196,1181,254,370,445,743
ENSG00000164663.14,3208,4472,1282,1728,992,1875
ENSG00000164669.13,37,60,52,66,29,53
ENSG00000164674.15,1311,694,1200,455,1124,491
ENSG00000164675.11,176,99,67,59,65,53
ENSG00000164683.17,9617,3615,9419,5235,5668,4255
ENSG00000164684.13,4446,5975,1556,2300,1157,1630
ENSG00000164687.11,4270,2333,1068,749,1710,729
ENSG00000164690.8,269,11,166,6,180,17
ENSG00000164691.17,584,778,226,440,112,113
ENSG00000164692.18,8178,12168,4597,10511,3933,14784
ENSG00000164694.17,193,193,184,236,176,203
ENSG00000164695.5,645,728,795,589,584,537
ENSG00000164707.15,450,888,157,247,103,257
ENSG00000164708.6,715,724,449,362,591,416
ENSG00000164713.10,4579,5181,3097,2766,2758,2622
ENSG00000164715.6,11821,5456,7822,3295,6431,3215
ENSG00000164729.7,0,7,0,7,0,0
ENSG00000164733.21,10967,7782,6183,4179,4989,3620
ENSG00000164736.6,1248,45,32,3,117,16
ENSG00000164740.5,0,0,0,0,0,0
ENSG00000164741.15,14776,4531,852,1372,1264,1829
ENSG00000164742.16,494,651,136,321,193,151
ENSG00000164743.5,89,49,29,6,35,44
ENSG00000164744.13,15,0,1,1,2,2
ENSG00000164746.14,99,28,26,25,41,5
ENSG00000164749.13,239,36,162,61,141,65
ENSG00000164751.15,3797,3634,1981,2148,1646,1908
ENSG00000164754.15,39611,26508,20030,12968,20175,12894
ENSG00000164756.12,464,61,91,19,141,8
ENSG00000164758.7,1054,1354,549,655,610,774
ENSG00000164761.9,4586,19,1684,50,1929,35
ENSG00000164764.11,824,1577,118,562,126,694
ENSG00000164776.9,734,1051,431,533,423,511
ENSG00000164778.4,187,22,40,17,88,25
ENSG00000164794.9,40,70,19,70,13,39
ENSG00000164796.18,117,99,26,4,16,1
ENSG00000164808.17,39587,37085,10986,10330,11319,11439
ENSG00000164815.11,1718,1508,914,940,732,726
ENSG00000164816.8,59,72,33,225,72,213
ENSG00000164818.16,3344,3781,1821,1736,1707,1511
ENSG00000164821.5,107,136,234,298,125,144
ENSG00000164822.5,26,12,21,0,26,3
ENSG00000164823.11,3265,2655,1446,1394,1551,1241
ENSG00000164825.4,421,8,215,14,448,13
ENSG00000164828.18,25389,34472,13740,21585,11209,18971
ENSG00000164830.18,8824,9387,2586,3031,2756,3728
ENSG00000164841.5,609,1127,281,495,190,459
ENSG00000164845.16,489,536,226,177,215,183
ENSG00000164849.10,351,133,99,38,204,36
ENSG00000164850.15,200,220,59,80,121,67
ENSG00000164853.9,369,1,328,17,361,5
ENSG00000164855.16,2997,2492,3228,3799,4222,2203
ENSG00000164867.11,816,104,687,176,508,37
ENSG00000164871.17,19,0,16,0,26,0
ENSG00000164877.19,22777,17583,22228,13761,16921,13290
ENSG00000164879.7,530,638,260,426,193,215
ENSG00000164880.16,11007,12995,6988,6555,8000,7471
ENSG00000164885.13,655,520,509,406,457,307
ENSG00000164889.14,4259,5506,3528,3906,2586,2728
ENSG00000164893.9,33,0,3,0,5,0
ENSG00000164896.20,4747,5554,3676,3825,3144,3052
ENSG00000164897.14,1410,1413,1804,1323,1565,985
ENSG00000164898.13,429,469,446,474,347,316
ENSG00000164900.4,14,0,12,9,16,15
ENSG00000164902.14,3219,2765,1932,1673,1518,1380
ENSG00000164904.18,8885,9507,6051,6903,5272,6657
ENSG00000164916.11,10511,11759,6304,6289,5912,7020
ENSG00000164919.11,4375,3192,3168,2363,3100,2070
ENSG00000164920.9,343,91,133,57,166,104
ENSG00000164924.18,105883,76167,54541,39416,50207,38480
ENSG00000164929.17,307,115,137,310,258,58
ENSG00000164930.12,13172,10802,6432,5354,5444,5491
ENSG00000164932.13,2666,171,1354,272,1344,147
ENSG00000164933.12,2483,1887,923,797,829,948
ENSG00000164934.14,6923,6722,2963,2681,3055,3044
ENSG00000164935.6,54,0,16,1,11,10
ENSG00000164938.14,11775,8782,5134,5728,4127,5340
ENSG00000164941.14,5994,7630,2694,2762,2522,3255
ENSG00000164944.12,7646,7564,3322,3366,2913,3225
ENSG00000164946.19,8232,3563,2153,1708,1459,1125
ENSG00000164949.8,41321,45854,10840,14515,13482,22051
ENSG00000164951.16,3061,3551,1235,1664,962,1792
ENSG00000164953.16,2923,3191,1181,1362,878,1206
ENSG00000164961.16,7146,6738,2767,2527,2636,2648
ENSG00000164967.10,755,991,533,435,506,390
ENSG00000164970.15,3057,2467,1543,1853,1789,1760
ENSG00000164972.13,73,80,44,39,64,23
ENSG00000164975.15,5511,5508,2236,2793,2159,2676
ENSG00000164976.9,665,724,403,602,420,524
ENSG00000164978.18,727,919,553,502,369,400
ENSG00000164983.7,4270,3808,2459,2155,1681,2100
ENSG00000164985.15,22972,21516,9533,10288,10779,10791
ENSG00000164989.17,5744,2963,810,890,1259,1096
ENSG00000165006.14,10669,12194,4560,4630,5003,5501
ENSG00000165023.7,284,0,175,24,118,11
ENSG00000165025.15,22752,16309,17542,10064,15196,11753
ENSG00000165028.12,498,661,209,548,159,461
ENSG00000165029.16,41192,39063,10325,9903,8885,10813
ENSG00000165030.4,18249,23251,6457,8699,7590,12593
ENSG00000165046.12,423,897,161,273,161,361
ENSG00000165055.15,2607,2726,1416,1483,1186,1437
ENSG00000165059.7,11,0,5,0,6,0
ENSG00000165060.14,736,1010,502,501,353,441
ENSG00000165061.15,259,531,247,357,78,182
ENSG00000165066.13,127,29,169,121,129,72
ENSG00000165071.14,583,302,193,90,204,33
ENSG00000165072.10,688,585,1043,793,544,330
ENSG00000165076.14,302,0,82,8,223,9
ENSG00000165078.13,12,0,12,2,9,0
ENSG00000165084.16,560,886,57,312,161,517
ENSG00000165091.17,164,4,85,20,103,8
ENSG00000165092.13,7905,7840,1849,2567,2657,4058
ENSG00000165097.16,7781,4760,4687,2813,3906,2337
ENSG00000165102.15,12930,12413,7171,7302,7056,8052
ENSG00000165105.10,17037,4556,7095,2123,7652,2259
ENSG00000165113.13,1183,1898,640,1458,565,1069
ENSG00000165115.15,2354,2184,760,813,616,701
ENSG00000165118.15,1425,1448,930,907,729,954
ENSG00000165119.21,74945,64337,44191,40238,40825,36362
ENSG00000165120.5,3,0,1,0,1,0
ENSG00000165121.11,1544,2102,688,1168,525,910
ENSG00000165124.18,622,821,246,375,277,1118
ENSG00000165125.20,857,852,440,354,483,498
ENSG00000165131.7,159,44,134,56,148,117
ENSG00000165138.18,5780,4378,5238,2569,4369,2664
ENSG00000165140.10,473,9,493,17,683,14
ENSG00000165152.9,164,326,55,124,17,29
ENSG00000165156.15,8167,8018,2810,3283,2670,3564
ENSG00000165164.14,104,9,28,18,34,13
ENSG00000165168.8,1789,2142,1160,1003,287,221
ENSG00000165169.11,4217,2864,1964,1395,1796,1219
ENSG00000165171.11,243,266,303,160,193,120
ENSG00000165175.15,2240,1627,2451,1113,2856,824
ENSG00000165178.9,452,51,425,41,452,20
ENSG00000165181.16,118,130,42,32,140,27
ENSG00000165182.11,24,21,33,19,30,17
ENSG00000165185.14,848,1005,304,635,258,386
ENSG00000165186.12,444,525,187,332,144,212
ENSG00000165188.13,341,160,174,288,206,114
ENSG00000165192.14,91,0,18,15,83,13
ENSG00000165194.15,7138,15329,1113,4852,1224,5836
ENSG00000165195.15,16235,11716,4444,2452,4970,2880
ENSG00000165197.5,110,77,48,234,58,75
ENSG00000165202.3,3,0,0,2,0,3
ENSG00000165204.3,6,0,0,2,0,0
ENSG00000165209.19,7280,4899,3743,2612,3617,2372
ENSG00000165215.6,11859,550,17381,2338,13855,352
ENSG00000165219.22,11186,14063,4613,5006,4522,5547
ENSG00000165233.18,2078,1483,1599,1227,1404,910
ENSG00000165238.16,34917,18822,36853,17052,30172,12794
ENSG00000165240.20,4010,3427,1401,1735,1442,1673
ENSG00000165244.7,944,1137,829,423,1040,418
ENSG00000165246.14,0,0,2761,3295,1967,3557
ENSG00000165259.14,894,1001,273,398,191,341
ENSG00000165264.11,2257,1517,1428,1265,1304,1058
ENSG00000165269.13,826,108,96,24,139,25
ENSG00000165271.17,4632,5014,3012,3258,2561,2591
ENSG00000165272.16,12340,11896,10229,5025,13850,6280
ENSG00000165275.10,1404,2000,923,1154,576,1090
ENSG00000165280.16,38314,28555,23541,17717,23186,14885
ENSG00000165282.14,4478,4382,2705,2263,2125,2109
ENSG00000165283.16,3710,4036,3104,2810,2783,2237
ENSG00000165288.11,7643,6436,2582,2718,2578,3400
ENSG00000165300.7,1021,3458,227,940,209,1026
ENSG00000165304.8,1268,390,1211,244,1418,268
ENSG00000165309.14,124,87,27,159,78,73
ENSG00000165312.6,2881,4419,1196,2097,889,1757
ENSG00000165322.18,5430,6642,2458,3281,1905,3126
ENSG00000165323.15,3380,6896,894,2400,730,2802
ENSG00000165325.13,257,74,69,38,71,29
ENSG00000165338.16,4028,6111,824,1653,864,2072
ENSG00000165349.12,371,1154,126,122,147,214
ENSG00000165355.7,4218,4574,1868,1998,1928,2353
ENSG00000165359.15,5194,8406,2206,3821,2331,4903
ENSG00000165370.2,137,15,38,7,21,3
ENSG00000165376.11,129,114,58,27,53,33
ENSG00000165379.13,448,389,838,516,638,680
ENSG00000165383.11,109,23,38,3,39,2
ENSG00000165389.7,4053,3452,1485,1778,1524,2246
ENSG00000165392.11,5153,6717,1674,2410,1524,2764
ENSG00000165406.16,4101,5352,2301,2494,1741,1990
ENSG00000165409.17,168,304,65,150,77,92
ENSG00000165410.15,41012,45063,9312,13148,9503,15341
ENSG00000165416.14,8266,9163,3462,4019,3348,4799
ENSG00000165417.12,9138,7715,3739,3371,3153,3181
ENSG00000165424.7,1538,1353,786,665,447,551
ENSG00000165434.8,4981,3288,1894,2346,1751,1894
ENSG00000165443.12,1242,1291,290,591,302,583
ENSG00000165449.11,2361,1037,2035,310,1985,258
ENSG00000165457.14,46,0,25,7,37,0
ENSG00000165458.14,11629,20685,7554,13295,5821,9302
ENSG00000165462.5,51,22,61,33,38,24
ENSG00000165471.6,165,0,65,0,97,0
ENSG00000165474.8,16784,5735,4836,1636,7392,3263
ENSG00000165475.15,1886,1412,678,572,701,706
ENSG00000165476.14,6594,4407,3050,2192,2634,2120
ENSG00000165478.7,5,0,12,1,4,0
ENSG00000165480.16,438,338,309,184,378,114
ENSG00000165487.14,8078,7325,3639,3207,3319,3350
ENSG00000165490.13,392,197,264,169,418,162
ENSG00000165494.11,40746,63309,9185,14184,11231,19566
ENSG00000165495.16,3892,5780,1505,2386,1199,2098
ENSG00000165496.5,0,0,1,0,0,0
ENSG00000165501.17,635,825,421,413,433,337
ENSG00000165502.7,7678,6840,4910,3716,5587,4767
ENSG00000165506.14,2178,1947,1435,1077,1173,807
ENSG00000165507.9,35004,23598,24928,18629,19276,14004
ENSG00000165509.13,10,14,5,0,3,3
ENSG00000165511.6,419,659,197,184,159,249
ENSG00000165512.5,2525,3073,1154,1650,962,1366
ENSG00000165516.11,8264,9697,3813,4655,3536,4794
ENSG00000165521.15,3677,2132,1836,1156,1620,1095
ENSG00000165525.18,9509,9342,4584,4359,4015,4733
ENSG00000165526.9,4765,4694,2917,2315,2565,2480
ENSG00000165527.7,15579,12838,9837,7890,9254,7295
ENSG00000165533.18,2929,3115,1528,1497,1447,1875
ENSG00000165548.11,519,289,355,419,274,195
ENSG00000165553.4,96,37,225,154,119,34
ENSG00000165555.9,231,249,74,98,64,107
ENSG00000165556.10,118,0,51,0,90,0
ENSG00000165566.12,25,10,22,11,27,8
ENSG00000165568.18,143,106,18,35,18,43
ENSG00000165572.8,4125,2062,3438,1625,3213,1647
ENSG00000165583.14,6,0,1,0,0,0
ENSG00000165584.16,12,0,0,0,0,0
ENSG00000165588.17,114,8,49,6,41,3
ENSG00000165591.6,5194,4552,2803,2184,2412,2153
ENSG00000165606.8,250,6,103,2,128,5
ENSG00000165609.13,6070,5346,3696,2569,2965,2211
ENSG00000165617.14,4950,5000,971,3034,1664,2608
ENSG00000165621.8,366,24,265,45,229,21
ENSG00000165623.10,18,0,26,0,10,0
ENSG00000165626.17,725,575,580,762,262,355
ENSG00000165629.20,11003,8326,6175,4910,5778,4382
ENSG00000165630.14,1588,1530,846,756,731,776
ENSG00000165632.8,2502,3058,1248,1227,1138,1368
ENSG00000165633.13,8248,7499,7609,4061,4967,4278
ENSG00000165637.13,10633,9506,6554,5563,6217,5279
ENSG00000165643.11,104,0,40,15,48,0
ENSG00000165644.11,532,363,588,318,675,230
ENSG00000165646.14,978,741,364,292,331,267
ENSG00000165650.12,9321,8292,4559,4144,3875,3487
ENSG00000165655.17,1203,2475,2213,4024,1839,2887
ENSG00000165660.8,2340,1702,1117,945,1013,908
ENSG00000165661.17,4925,4262,3138,3727,2039,2162
ENSG00000165669.14,3555,3975,1769,2026,1598,1953
ENSG00000165671.20,21544,19182,9964,9158,8686,8943
ENSG00000165672.7,9368,8115,4852,4260,4282,4103
ENSG00000165675.16,1631,1483,1001,1007,847,742
ENSG00000165678.21,12269,9430,6921,5143,6716,4946
ENSG00000165682.14,97,25,39,3,41,2
ENSG00000165684.4,2848,2976,2316,2114,1716,1702
ENSG00000165685.8,82,22,22,13,74,0
ENSG00000165688.12,4695,4865,2739,2881,2425,2407
ENSG00000165689.17,3703,4412,2155,2626,1764,2391
ENSG00000165694.9,22,13,7,19,6,17
ENSG00000165695.10,425,165,359,133,292,117
ENSG00000165698.16,589,518,326,317,328,276
ENSG00000165699.15,10559,11340,4866,5350,4570,6080
ENSG00000165702.14,138,596,73,111,68,60
ENSG00000165704.15,3416,2074,1665,1093,1440,1028
ENSG00000165714.11,1040,789,613,461,507,359
ENSG00000165716.11,716,1540,335,977,303,698
ENSG00000165724.6,956,1341,986,1022,742,809
ENSG00000165730.16,4849,7989,2583,3889,1156,2303
ENSG00000165731.20,1040,640,511,708,539,733
ENSG00000165732.13,38871,30344,12301,10774,13037,11820
ENSG00000165733.8,6512,6440,4112,3727,3726,3448
ENSG00000165752.17,307,303,172,212,175,87
ENSG00000165757.9,16776,16702,3272,5252,3728,7016
ENSG00000165762.3,1,0,2,0,2,0
ENSG00000165775.18,3269,3650,1785,1985,1487,1742
ENSG00000165782.10,4671,3913,3651,2861,3241,2002
ENSG00000165792.17,5348,7352,2830,3696,2333,3837
ENSG00000165794.10,339,130,165,18,519,30
ENSG00000165795.23,8866,8341,4805,3042,5985,2975
ENSG00000165799.5,1317,917,440,141,402,136
ENSG00000165801.10,9072,10427,2461,4180,3040,3918
ENSG00000165802.22,5097,8047,1655,4821,1557,3114
ENSG00000165804.16,4105,7886,3050,5092,2705,3860
ENSG00000165805.10,57,43,22,9,22,9
ENSG00000165806.20,5381,4084,1827,1326,2050,1684
ENSG00000165807.8,87,119,87,54,46,36
ENSG00000165810.17,36867,11940,15312,8956,13321,9579
ENSG00000165813.20,14482,11621,4963,4653,4767,5175
ENSG00000165816.13,9984,15329,3280,6397,3317,8018
ENSG00000165819.12,7493,9522,3950,4768,3492,5077
ENSG00000165821.12,1809,1587,1136,1360,1020,1422
ENSG00000165828.15,94,26,40,23,68,29
ENSG00000165832.6,3469,3600,1421,1523,1344,1338
ENSG00000165837.12,275,189,145,172,119,175
ENSG00000165841.11,121,0,38,0,109,28
ENSG00000165861.14,3036,2796,1699,1706,1680,1433
ENSG00000165863.17,232,348,33,155,108,331
ENSG00000165868.14,5774,4083,1226,1926,1756,2204
ENSG00000165874.13,225,104,47,40,57,64
ENSG00000165879.9,226,409,220,235,171,212
ENSG00000165886.5,584,440,595,460,454,269
ENSG00000165887.12,41,202,29,91,43,83
ENSG00000165891.16,1514,560,863,472,941,365
ENSG00000165895.19,27425,16301,7103,5833,9521,9048
ENSG00000165898.14,1205,1432,662,594,546,537
ENSG00000165899.11,1397,593,981,226,658,136
ENSG00000165905.18,4262,4965,1987,3521,1704,2172
ENSG00000165912.16,1142,2036,946,1055,911,871
ENSG00000165914.15,1341,1761,678,1601,559,1282
ENSG00000165915.14,2939,3705,2382,2640,1766,2056
ENSG00000165916.8,6331,5298,5529,4241,5677,3386
ENSG00000165917.10,49,538,35,433,34,108
ENSG00000165923.16,1189,820,556,466,483,422
ENSG00000165929.13,18342,2956,10633,1539,9758,1984
ENSG00000165934.13,12346,8609,4985,4126,4505,3252
ENSG00000165935.9,312,232,201,122,146,127
ENSG00000165943.5,226,266,197,226,167,77
ENSG00000165948.11,767,451,607,478,736,474
ENSG00000165949.12,33798,34481,20942,19702,24910,23661
ENSG00000165953.9,143,29,153,16,104,18
ENSG00000165959.12,2526,4766,588,1474,407,1743
ENSG00000165966.16,94,9,26,37,37,41
ENSG00000165970.11,309,46,192,127,95,31
ENSG00000165972.13,58,57,11,11,15,15
ENSG00000165973.19,2167,2305,1833,3432,1152,1395
ENSG00000165983.14,246,181,97,75,33,40
ENSG00000165985.10,70,9,14,10,15,2
ENSG00000165995.20,2078,2278,732,1020,706,997
ENSG00000165996.14,112,216,143,204,72,97
ENSG00000165997.5,174233,124596,22654,24963,34483,41807
ENSG00000166002.7,2999,2042,1661,1292,1694,1428
ENSG00000166004.15,3798,4081,1771,1818,1333,1825
ENSG00000166006.13,9,0,3,4,8,0
ENSG00000166007.11,0,0,0,0,0,0
ENSG00000166012.17,21115,22158,7878,8337,7056,9312
ENSG00000166013.11,14,2,5,4,0,0
ENSG00000166016.6,4449,2011,2303,951,2313,715
ENSG00000166024.13,3095,2933,1344,1226,1179,1368
ENSG00000166025.18,47402,58828,16335,21404,15487,24359
ENSG00000166033.13,6772,8755,3154,6588,2553,5830
ENSG00000166035.11,143,170,151,238,74,73
ENSG00000166037.11,9581,11142,3429,4363,3655,4955
ENSG00000166046.11,3402,2811,1134,1087,1032,960
ENSG00000166049.11,43,0,28,5,20,1
ENSG00000166068.13,10022,11149,2179,3931,2328,5706
ENSG00000166069.13,12,0,3,0,4,0
ENSG00000166073.11,2169,3273,2475,3103,1678,3062
ENSG00000166086.13,5124,10001,1553,6094,1814,6234
ENSG00000166090.8,67,13,23,15,35,11
ENSG00000166091.21,42,0,31,11,40,9
ENSG00000166104.15,316,10,157,53,123,20
ENSG00000166105.16,2105,1682,88,270,414,439
ENSG00000166106.3,2333,2502,3541,4000,1522,2482
ENSG00000166111.10,54,38,32,126,24,19
ENSG00000166118.8,29,0,19,5,7,1
ENSG00000166123.14,7076,9222,2768,4581,3485,5814
ENSG00000166126.10,3549,2856,2381,1926,2600,1550
ENSG00000166128.13,7091,3922,2118,1537,1798,1596
ENSG00000166130.15,4428,5808,2078,1992,1568,2319
ENSG00000166133.18,384,457,327,269,275,244
ENSG00000166135.14,10455,10961,5322,5113,4632,5299
