ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4746	"ENSG00000074211"	"ENSG00000074211"	chr4	-	6380996	6381094	6381040	6381094	6378406	6378572	4746	258,213,143	0,0,0	158,107,70	0,1,0	94	50	1	1.0	1.0,1.0,1.0	1.0,0.983,1.0	0.006
4748	"ENSG00000131203"	"ENSG00000131203"	chr8	+	39923468	39923590	39923468	39923586	39924720	39924772	4748	16,0,1	369,133,212	0,0,0	0,1,1	54	50	1	1.0	0.039,0.0,0.004	NA,0.0,0.0	0.014
4749	"ENSG00000114423"	"ENSG00000114423"	chr3	-	105868911	105869422	105869336	105869422	105867409	105867591	4749	58,26,22	0,0,0	102,22,30	0,6,0	475	50	0.00959259217266	0.06631658923080426	1.0,1.0,1.0	1.0,0.278,1.0	0.241
4751	"ENSG00000171204"	"ENSG00000171204"	chr11	+	85629131	85629262	85629131	85629203	85631686	85631808	4751	86,20,37	1,0,0	85,30,46	0,0,0	109	50	1	1.0	0.975,1.0,1.0	1.0,1.0,1.0	-0.008
4752	"ENSG00000171204"	"ENSG00000171204"	chr11	+	85634085	85634279	85634085	85634176	85635666	85635778	4752	952,303,266	0,0,1	614,348,368	0,0,5	153	50	1	1.0	1.0,1.0,0.989	1.0,1.0,0.96	0.01
4753	"ENSG00000127948"	"ENSG00000127948"	chr7	+	75972412	75972764	75972412	75972461	75979450	75979579	4753	4,11,3	268,289,180	36,12,4	259,239,149	353	50	0.570716929848	1.0	0.002,0.005,0.002	0.019,0.007,0.004	-0.007
4754	"ENSG00000127948"	"ENSG00000127948"	chr7	+	75980338	75980722	75980338	75980488	75981047	75981172	4754	65,79,30	190,184,137	68,42,50	252,182,106	284	50	0.470375691144	1.0	0.057,0.07,0.037	0.045,0.039,0.077	0.001
4756	"ENSG00000188766"	"ENSG00000188766"	chr19	+	38390298	38390479	38390298	38390386	38391945	38392114	4756	3,1,0	0,1,0	10,0,1	0,0,3	143	50	1	1.0	1.0,0.259,NA	1.0,NA,0.104	0.077
4757	"ENSG00000269893"	"ENSG00000269893"	chr4	+	118278708	118279137	118278708	118278792	118279388	118279431	4757	5596,5292,4705	875,201,630	6881,6040,6059	1267,235,830	395	50	0.85832293252	1.0	0.447,0.769,0.486	0.407,0.765,0.48	0.017
4758	"ENSG00000269893"	"ENSG00000269893"	chr4	+	118278708	118279137	118278708	118278792	118279623	118279823	4758	4720,4652,4126	0,0,1	6036,5414,5328	0,0,2	395	50	1	1.0	1.0,1.0,0.998	1.0,1.0,0.997	0.0
4759	"ENSG00000121579"	"ENSG00000121579"	chr3	-	113723958	113724095	113723980	113724095	113723421	113723541	4759	367,218,214	0,0,2	329,160,139	0,0,0	72	50	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
4760	"ENSG00000163617"	"ENSG00000163617"	chr3	-	114004386	114004746	114004636	114004746	114002455	114002538	4760	188,76,35	32,39,20	212,75,91	45,16,33	300	50	0.254744459275	0.6977233308052052	0.495,0.245,0.226	0.44,0.439,0.315	-0.076
4761	"ENSG00000151576"	"ENSG00000151576"	chr3	+	114065236	114065457	114065236	114065278	114066227	114066283	4761	290,172,163	6,4,4	254,120,102	0,3,1	229	50	0.0108358742265	0.07244463217896557	0.913,0.904,0.899	1.0,0.897,0.957	-0.046
4762	"ENSG00000143793"	"ENSG00000143793"	chr1	-	228102079	228102382	228102309	228102382	228101338	228101473	4762	123,146,109	0,0,0	133,181,131	3,0,0	280	50	0.841260504645	1.0	1.0,1.0,1.0	0.888,1.0,1.0	0.037
4763	"ENSG00000143793"	"ENSG00000143793"	chr1	-	228102309	228102560	228102477	228102560	228102079	228102165	4763	88,99,54	0,0,3	161,93,59	0,1,0	218	50	0.776876949203	1.0	1.0,1.0,0.805	1.0,0.955,1.0	-0.05
4767	"ENSG00000121578"	"ENSG00000121578"	chr3	-	119218649	119218772	119218711	119218772	119216239	119216344	4767	318,128,182	75,29,24	315,107,115	31,12,34	112	50	0.282235357472	0.7410129961610535	0.654,0.663,0.772	0.819,0.799,0.602	-0.044
4768	"ENSG00000121578"	"ENSG00000121578"	chr3	-	119240764	119240878	119240849	119240878	119229846	119230244	4768	4,0,2	0,2,0	11,3,4	0,0,0	135	50	0.171879187418	0.5323248620033204	1.0,0.0,1.0	1.0,1.0,1.0	-0.333
4769	"ENSG00000121578"	"ENSG00000121578"	chr3	-	119240315	119240530	119240360	119240530	119236852	119237070	4769	41,11,3	5,1,2	13,6,8	4,0,2	95	50	0.885728680959	1.0	0.812,0.853,0.441	0.631,1.0,0.678	-0.068
4770	"ENSG00000121578"	"ENSG00000121578"	chr3	-	119240764	119240878	119240849	119240878	119236852	119237070	4770	4,0,2	50,44,30	3,7,4	49,28,28	135	50	0.0183542246024	0.1053402185995733	0.029,0.0,0.024	0.022,0.085,0.05	-0.035
4771	"ENSG00000144837"	"ENSG00000144837"	chr3	+	119608769	119608947	119608769	119608899	119609467	119609576	4771	161,71,88	5,1,2	11,2,2	0,0,0	98	50	0.0295115491251	0.1481226266781108	0.943,0.973,0.957	1.0,1.0,1.0	-0.042
4773	"ENSG00000183401"	"ENSG00000183401"	chr19	+	11346504	11346634	11346504	11346627	11349653	11349687	4773	69,24,17	63,27,33	127,12,22	59,32,29	57	50	0.844649521839	1.0	0.49,0.438,0.311	0.654,0.248,0.4	-0.021
4774	"ENSG00000173193"	"ENSG00000173193"	chr3	+	122720254	122721653	122720254	122720388	122727811	122727986	4774	7055,1050,474	437,268,402	5035,873,795	398,266,371	1315	50	0.858913545107	1.0	0.38,0.13,0.043	0.325,0.111,0.075	0.014
4777	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61419921	61420094	61419948	61420094	61416104	61416519	4777	228,107,79	149,89,90	230,111,83	180,121,107	77	50	0.26572915191	0.7146885138362117	0.498,0.438,0.363	0.453,0.373,0.335	0.046
4778	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61420469	61421608	61421389	61421608	61419921	61420094	4778	1257,654,459	6,0,1	1295,689,520	6,1,1	970	50	0.864634220185	1.0	0.915,1.0,0.959	0.918,0.973,0.964	0.006
4779	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61420469	61420573	61420546	61420573	61419948	61420094	4779	871,433,322	1,7,3	804,461,390	7,7,1	127	50	0.448560613357	0.9858620567186821	0.997,0.961,0.977	0.978,0.963,0.994	0.0
4780	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61429840	61429920	61429886	61429920	61429181	61429290	4780	12,9,10	7,7,1	3,6,14	0,5,4	96	50	0.664529503431	1.0	0.472,0.401,0.839	1.0,0.385,0.646	-0.106
4781	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61429840	61429922	61429913	61429922	61429181	61429290	4781	13,9,12	201,117,97	7,7,14	229,125,99	123	50	0.31574404812	0.7970015201573457	0.026,0.03,0.048	0.012,0.022,0.054	0.005
4782	"ENSG00000149532"	"ENSG00000149532"	chr11	-	61429886	61429922	61429913	61429922	61429181	61429290	4782	8,7,3	201,117,97	4,6,4	229,125,99	77	50	0.349465894597	0.8449998295994596	0.025,0.037,0.02	0.011,0.03,0.026	0.005
4784	"ENSG00000144908"	"ENSG00000144908"	chr3	-	126180311	126180802	126180475	126180802	126160852	126161002	4784	1,18,6	59,50,27	9,9,3	86,9,15	214	50	0.74302917964	1.0	0.004,0.078,0.049	0.024,0.189,0.045	-0.042
4785	"ENSG00000181885"	"ENSG00000181885"	chr17	-	7261820	7262343	7261846	7262343	7260820	7260985	4785	1027,844,981	0,0,2	108,188,86	0,0,0	76	50	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
4788	"ENSG00000148700"	"ENSG00000148700"	chr10	+	110125825	110125945	110125825	110125924	110126416	110126503	4788	1092,346,365	0,1,0	1016,334,423	0,0,0	71	50	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
4789	"ENSG00000148356"	"ENSG00000148356"	chr9	+	127485735	127485840	127485735	127485835	127487494	127487560	4789	0,0,0	3,0,0	9,0,0	0,0,0	55	50	1	1.0	0.0,NA,NA	1.0,NA,NA	-1.0
4790	"ENSG00000148356"	"ENSG00000148356"	chr9	+	127485735	127485840	127485735	127485835	127487675	127487763	4790	4,11,1	70,46,34	0,5,3	132,53,39	55	50	0.0135635959418	0.08483896285165098	0.049,0.179,0.026	0.0,0.079,0.065	0.037
4792	"ENSG00000177646"	"ENSG00000177646"	chr3	+	128879628	128880017	128879628	128879841	128884652	128884746	4792	88,39,54	68,42,50	209,62,61	84,32,38	226	50	0.000323032426616	0.0050797986523487895	0.223,0.17,0.193	0.355,0.3,0.262	-0.11
4793	"ENSG00000177646"	"ENSG00000177646"	chr3	+	128902552	128902632	128902552	128902628	128904061	128904132	4793	23,13,5	136,57,78	35,2,4	134,75,86	54	50	0.391747967334	0.9105051303500478	0.135,0.174,0.056	0.195,0.024,0.041	0.035
4794	"ENSG00000070882"	"ENSG00000070882"	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905	4794	425,227,114	54,27,28	240,136,61	85,23,13	449	50	0.0322503733198	0.15863125235007203	0.467,0.484,0.312	0.239,0.397,0.343	0.095
4795	"ENSG00000129071"	"ENSG00000129071"	chr3	-	129436442	129437308	129436460	129437308	129434061	129434136	4795	67,27,32	102,70,68	91,32,41	107,37,56	68	50	0.0104780184353	0.07090125807886333	0.326,0.221,0.257	0.385,0.389,0.35	-0.107
4796	"ENSG00000129071"	"ENSG00000129071"	chr3	-	129437719	129437950	129437807	129437950	129434061	129434136	4796	246,143,130	0,0,0	291,117,126	10,0,0	138	50	0.00704637753868	0.05277286672867883	1.0,1.0,1.0	0.913,1.0,1.0	0.029
4798	"ENSG00000206384"	"ENSG00000206384"	chr3	+	130594280	130594419	130594280	130594343	130598364	130598430	4798	0,0,0	13,5,2	0,3,0	30,1,21	126	50	0.36364367536	0.8666129424534471	0.0,0.0,0.0	0.0,0.543,0.0	-0.181
4799	"ENSG00000114670"	"ENSG00000114670"	chr3	+	131026878	131028002	131026878	131027006	131029612	131029878	4799	98,22,16	4,6,14	64,76,25	16,9,13	1046	50	0.943036119686	1.0	0.539,0.149,0.052	0.161,0.288,0.084	0.069
4800	"ENSG00000113971"	"ENSG00000113971"	chr3	-	132684553	132686387	132686259	132686387	132683398	132683524	4800	1634,471,305	0,0,0	2087,627,902	15,0,0	1756	50	2.75280071741e-05	0.000793161806706649	1.0,1.0,1.0	0.798,1.0,1.0	0.067
4801	"ENSG00000120708"	"ENSG00000120708"	chr5	+	136046334	136046556	136046334	136046495	136046850	136047015	4801	209,57,45	616,332,246	521,93,110	881,244,284	111	50	1.67789326877e-08	4.6834195864542625e-06	0.133,0.072,0.076	0.21,0.147,0.149	-0.075
4802	"ENSG00000091527"	"ENSG00000091527"	chr3	+	133574637	133574756	133574637	133574742	133575038	133575115	4802	1,0,2	4,0,0	0,1,5	0,2,0	64	50	1	1.0	0.163,NA,1.0	NA,0.281,1.0	-0.059
4804	"ENSG00000091513"	"ENSG00000091513"	chr3	+	133748411	133748669	133748411	133748584	133753594	133753703	4804	0,0,0	1,4,3	0,1,0	18,0,0	135	50	1	1.0	0.0,0.0,0.0	0.0,1.0,NA	-0.5
4805	"ENSG00000126870"	"ENSG00000126870"	chr7	+	158902375	158905283	158902375	158902595	158905988	158906091	4805	1262,141,271	51,39,24	1265,229,463	70,60,65	2738	50	0.370029018682	0.8762192987453935	0.311,0.062,0.171	0.248,0.065,0.115	0.039
4807	"ENSG00000174611"	"ENSG00000174611"	chr3	-	134629403	134629695	134629620	134629695	134627755	134627818	4807	6,4,3	16,16,8	44,1,2	6,11,0	267	50	0.149335928651	0.4832856937357725	0.066,0.045,0.066	0.579,0.017,1.0	-0.473
4808	"ENSG00000158092"	"ENSG00000158092"	chr3	+	136862207	136862353	136862207	136862319	136927983	136928227	4808	53,14,11	55,44,30	85,23,29	94,27,23	84	50	0.0241778483836	0.1283927121060138	0.365,0.159,0.179	0.35,0.336,0.429	-0.137
4809	"ENSG00000158220"	"ENSG00000158220"	chr3	+	138468818	138468885	138468818	138468881	138469435	138469504	4809	2,0,0	0,1,1	0,0,0	3,3,4	54	50	0.327294658257	0.8134100967032621	1.0,0.0,0.0	0.0,0.0,0.0	0.333
4810	"ENSG00000158220"	"ENSG00000158220"	chr3	+	138472362	138473093	138472362	138472859	138473535	138473634	4810	37,9,8	2,0,3	18,48,9	18,4,0	284	50	0.468265033559	1.0	0.765,1.0,0.319	0.15,0.679,1.0	0.085
4811	"ENSG00000114115"	"ENSG00000114115"	chr3	-	139538320	139538959	139538780	139538959	139518420	139518522	4811	7,22,8	322,616,409	26,20,10	358,724,320	510	50	1	1.0	0.002,0.003,0.002	0.007,0.003,0.003	-0.002
4813	"ENSG00000174680"	"ENSG00000174680"	chr21	+	29758830	29759014	29758830	29759010	29760019	29760065	4813	13,10,8	23,5,2	66,22,44	40,27,40	54	50	0.728325789973	1.0	0.344,0.649,0.787	0.604,0.43,0.505	0.08
4818	"ENSG00000158552"	"ENSG00000158552"	chr2	+	219207647	219207779	219207647	219207774	219207886	219208038	4818	141,72,77	0,2,0	157,74,38	0,0,6	55	50	0.537446924686	1.0	1.0,0.97,1.0	1.0,1.0,0.852	0.039
4819	"ENSG00000114744"	"ENSG00000114744"	chr3	-	149751322	149751485	149751402	149751485	149750677	149750851	4819	26,3,17	174,94,70	29,15,8	197,118,102	130	50	0.74094002412	1.0	0.054,0.012,0.085	0.054,0.047,0.029	0.007
4821	"ENSG00000082996"	"ENSG00000082996"	chr3	+	149895472	149895570	149895472	149895560	149902071	149902162	4821	40,11,9	182,85,61	46,11,22	103,77,94	60	50	0.0780320914316	0.30319282032578	0.155,0.097,0.109	0.271,0.106,0.163	-0.06
4822	"ENSG00000082996"	"ENSG00000082996"	chr3	+	149895472	149895570	149895472	149895560	149911977	149912083	4822	7,5,6	0,0,1	0,2,6	0,0,0	60	50	1	1.0	1.0,1.0,0.833	NA,1.0,1.0	-0.056
4824	"ENSG00000180979"	"ENSG00000180979"	chr15	-	42548692	42548793	42548699	42548793	42548350	42548456	4824	51,22,17	0,0,0	31,16,15	0,3,0	57	50	0.795059459374	1.0	1.0,1.0,1.0	1.0,0.824,1.0	0.059
4825	"ENSG00000114850"	"ENSG00000114850"	chr3	-	156544293	156544439	156544307	156544439	156543003	156543269	4825	8,1,3	425,219,236	0,1,2	341,262,217	64	50	1	1.0	0.014,0.004,0.01	0.0,0.003,0.007	0.006
4826	"ENSG00000114850"	"ENSG00000114850"	chr3	-	156548865	156549003	156548904	156549003	156544307	156544439	4826	21,0,3	448,182,190	0,9,5	456,261,234	89	50	0.258889156789	0.7030991086260596	0.026,0.0,0.009	0.0,0.019,0.012	0.001
4827	"ENSG00000086758"	"ENSG00000086758"	chrX	-	53543840	53543968	53543885	53543968	53542442	53542539	4827	381,200,212	53,31,43	378,174,173	55,40,28	95	50	0.696964526503	1.0	0.791,0.772,0.722	0.783,0.696,0.765	0.014
4828	"ENSG00000086758"	"ENSG00000086758"	chrX	-	53602563	53602658	53602590	53602658	53600117	53600309	4828	303,120,121	12,5,3	275,119,121	34,2,2	77	50	0.0595697044012	0.25097952816581054	0.943,0.94,0.963	0.84,0.975,0.975	0.019
4830	"ENSG00000068885"	"ENSG00000068885"	chr3	-	160366042	160366152	160366092	160366152	160357488	160357578	4830	417,192,153	0,0,0	465,207,199	0,0,1	100	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.99	0.003
4831	"ENSG00000068885"	"ENSG00000068885"	chr3	-	160384563	160384646	160384588	160384646	160381502	160381724	4831	131,48,54	5,1,0	79,62,61	0,2,0	75	50	0.255807263688	0.6977233308052052	0.946,0.97,1.0	1.0,0.954,1.0	-0.013
4833	"ENSG00000113810"	"ENSG00000113810"	chr3	+	160411919	160412084	160411919	160411977	160412325	160412453	4833	977,572,580	10,1,4	1102,302,355	5,5,0	157	50	0.532430458714	1.0	0.969,0.995,0.979	0.986,0.951,1.0	0.002
4834	"ENSG00000113810"	"ENSG00000113810"	chr3	+	160412325	160412849	160412325	160412453	160413472	160413613	4834	355,85,60	168,120,112	306,59,56	68,72,71	446	50	0.165623263735	0.5179786385437745	0.192,0.074,0.057	0.335,0.084,0.081	-0.059
4839	"ENSG00000122140"	"ENSG00000122140"	chr9	+	135500997	135501326	135500997	135501123	135501843	135501973	4839	12,19,16	106,116,76	22,16,16	121,108,64	253	50	0.488028988228	1.0	0.022,0.031,0.04	0.035,0.028,0.047	-0.006
4840	"ENSG00000136603"	"ENSG00000136603"	chr3	+	170384532	170384765	170384532	170384627	170390222	170390464	4840	2372,443,635	14,1,4	1960,429,505	17,4,3	188	50	0.203260762519	0.600226137951269	0.978,0.992,0.977	0.968,0.966,0.978	0.012
4844	"ENSG00000261740"	"ENSG00000261740"	chr16	-	29452108	29454113	29454015	29454113	29446801	29446922	4844	12,4,4	49,85,37	0,6,4	18,64,33	1957	50	1	1.0	0.006,0.001,0.003	0.0,0.002,0.003	0.002
4845	"ENSG00000261740"	"ENSG00000261740"	chr16	-	29452108	29454113	29454015	29454113	29446801	29447026	4845	12,6,4	59,91,64	0,8,2	94,86,59	1957	50	1	1.0	0.005,0.002,0.002	0.0,0.002,0.001	0.002
4846	"ENSG00000261740"	"ENSG00000261740"	chr16	-	29452108	29454113	29454015	29454113	29450111	29450276	4846	14,7,4	5,0,0	0,8,2	0,1,0	1957	50	1	1.0	0.067,1.0,1.0	NA,0.17,1.0	0.104
4847	"ENSG00000058063"	"ENSG00000058063"	chr3	+	182880878	182880981	182880878	182880947	182884752	182884898	4847	532,112,153	20,6,2	400,86,142	32,4,4	84	50	0.0287627302242	0.14572328728168096	0.941,0.917,0.979	0.882,0.928,0.955	0.024
4849	"ENSG00000145191"	"ENSG00000145191"	chr3	+	184140079	184140221	184140079	184140157	184140417	184140730	4849	43,25,17	204,92,82	43,22,30	214,88,70	114	50	0.429153709061	0.9599437726177367	0.085,0.106,0.083	0.081,0.099,0.158	-0.021
4850	"ENSG00000145191"	"ENSG00000145191"	chr3	+	184142236	184142394	184142236	184142378	184142501	184142603	4850	35,9,7	216,112,105	54,9,13	226,109,91	66	50	0.0644727542728	0.2646464343587544	0.109,0.057,0.048	0.153,0.059,0.098	-0.032
4851	"ENSG00000145191"	"ENSG00000145191"	chr3	+	184143051	184143565	184143051	184143142	184144098	184144224	4851	1350,772,636	1,0,0	1503,759,731	0,1,2	473	50	1	1.0	0.993,1.0,1.0	1.0,0.988,0.975	0.01
4852	"ENSG00000161202"	"ENSG00000161202"	chr3	+	184164795	184165206	184164795	184164931	184165421	184165491	4852	868,605,405	0,0,1	952,672,387	0,0,0	325	50	1	1.0	1.0,1.0,0.984	1.0,1.0,1.0	-0.005
4853	"ENSG00000161204"	"ENSG00000161204"	chr3	+	184186506	184186654	184186506	184186636	184186795	184186875	4853	133,116,76	1,1,0	108,76,105	7,0,0	68	50	0.26612785457	0.7146885138362117	0.99,0.988,1.0	0.919,1.0,1.0	0.02
4854	"ENSG00000214160"	"ENSG00000214160"	chr3	-	184248744	184248962	184248781	184248962	184245467	184245615	4854	24,21,23	1,2,0	21,9,10	0,0,0	87	50	0.654135017617	1.0	0.932,0.858,1.0	1.0,1.0,1.0	-0.07
4856	"ENSG00000114867"	"ENSG00000114867"	chr3	+	184325850	184325957	184325850	184325951	184326526	184326629	4856	2,0,0	795,510,541	3,1,3	770,442,311	56	50	1	1.0	0.002,0.0,0.0	0.003,0.002,0.009	-0.004
4858	"ENSG00000073803"	"ENSG00000073803"	chr3	+	185428496	185429056	185428496	185428946	185437446	185437630	4858	77,35,36	4,0,1	80,43,22	3,0,0	160	50	0.234822333993	0.6629055269359911	0.857,1.0,0.918	0.893,1.0,1.0	-0.039
4859	"ENSG00000171658"	"ENSG00000171658"	chr3	+	185968478	185968708	185968478	185968649	185971614	185971864	4859	15,1,1	7,1,1	0,1,0	0,0,0	109	50	1	1.0	0.496,0.314,0.314	NA,1.0,NA	-0.625
4860	"ENSG00000171658"	"ENSG00000171658"	chr3	+	185968478	185968717	185968478	185968649	185971614	185971864	4860	20,3,1	7,1,1	0,3,0	0,0,0	118	50	1	1.0	0.548,0.56,0.298	NA,1.0,NA	-0.531
4868	"ENSG00000127249"	"ENSG00000127249"	chr3	-	193435647	193435744	193435675	193435744	193433844	193433917	4868	15,10,24	0,1,0	15,5,4	0,0,2	78	50	1	1.0	1.0,0.865,1.0	1.0,1.0,0.562	0.101
4869	"ENSG00000127249"	"ENSG00000127249"	chr3	-	193440489	193440637	193440557	193440637	193439022	193439065	4869	13,10,13	7,2,10	15,3,9	0,3,0	118	50	0.00683204854493	0.05162762910601926	0.44,0.679,0.355	1.0,0.298,1.0	-0.275
4874	"ENSG00000155066"	"ENSG00000155066"	chr2	+	95277363	95277566	95277363	95277496	95277929	95278004	4874	81,107,121	11,11,19	0,11,13	0,2,7	120	50	1	1.0	0.754,0.802,0.726	NA,0.696,0.436	0.195
4875	"ENSG00000125375"	"ENSG00000125375"	chr14	+	50322510	50322806	50322510	50322719	50323944	50324116	4875	33,11,14	43,24,25	25,3,14	81,29,28	137	50	0.0058676974903	0.0462171728248321	0.219,0.143,0.17	0.101,0.036,0.154	0.08
4876	"ENSG00000105122"	"ENSG00000105122"	chr19	-	15452044	15452815	15452657	15452815	15451623	15451938	4876	22,25,17	0,1,0	57,18,9	0,0,0	663	50	1	1.0	1.0,0.653,1.0	1.0,1.0,1.0	-0.116
4877	"ENSG00000185798"	"ENSG00000185798"	chr3	-	196566889	196567307	196567190	196567307	196554193	196554807	4877	192,99,58	0,1,0	101,72,78	0,1,0	351	50	1	1.0	1.0,0.934,1.0	1.0,0.911,1.0	0.008
4879	"ENSG00000132793"	"ENSG00000132793"	chr20	+	41357881	41358034	41357881	41357957	41358236	41358351	4879	170,66,79	8,2,0	320,96,109	0,3,1	127	50	0.0068441286104	0.05163155130751081	0.893,0.929,1.0	1.0,0.926,0.977	-0.027
4880	"ENSG00000186001"	"ENSG00000186001"	chr3	+	197835673	197835822	197835673	197835738	197839320	197839397	4880	326,170,129	2,2,1	374,142,142	0,1,0	134	50	0.515213157487	1.0	0.984,0.969,0.98	1.0,0.981,1.0	-0.016
4881	"ENSG00000258466"	"ENSG00000258466"	chr14	-	67690077	67690267	67690211	67690267	67685014	67685204	4881	7,5,4	187,112,111	0,5,9	77,91,78	184	50	0.649885624954	1.0	0.01,0.012,0.01	0.0,0.015,0.03	-0.004
4882	"ENSG00000133256"	"ENSG00000133256"	chr4	+	667855	668006	667855	667941	670048	670782	4882	169,140,129	0,0,1	52,76,63	0,0,0	115	50	1	1.0	1.0,1.0,0.982	1.0,1.0,1.0	-0.006
4883	"ENSG00000215375"	"ENSG00000215375"	chr4	+	678957	679173	678957	679033	679913	680018	4883	88,37,39	101,101,67	73,71,27	234,462,207	190	50	2.67386113251e-12	4.8060375679208205e-09	0.187,0.088,0.133	0.076,0.039,0.033	0.087
4884	"ENSG00000127419"	"ENSG00000127419"	chr4	+	948115	948615	948115	948154	950420	950518	4884	734,404,309	53,11,27	843,446,337	33,18,19	511	50	0.258978511798	0.7030991086260596	0.575,0.782,0.528	0.714,0.708,0.634	-0.057
4885	"ENSG00000127415"	"ENSG00000127415"	chr4	+	987808	987949	987808	987911	1000611	1000697	4885	93,72,41	7,3,1	197,119,96	4,3,0	88	50	0.0214323130872	0.11846127505870692	0.883,0.932,0.959	0.965,0.958,1.0	-0.05
4886	"ENSG00000127415"	"ENSG00000127415"	chr4	+	1003548	1003629	1003548	1003625	1004011	1004112	4886	15,10,11	48,73,67	0,6,14	167,85,54	54	50	0.00208269990409	0.0212845257932859	0.224,0.113,0.132	0.0,0.061,0.194	0.071
4887	"ENSG00000116337"	"ENSG00000116337"	chr1	+	109630232	109630439	109630232	109630406	109630682	109630793	4887	2,5,3	88,80,55	7,5,3	138,66,54	83	50	0.430644538188	0.961148679434087	0.014,0.036,0.032	0.03,0.044,0.032	-0.008
4888	"ENSG00000185049"	"ENSG00000185049"	chr4	-	1986271	1986402	1986279	1986402	1986114	1986183	4888	107,98,142	0,0,0	92,103,84	2,0,3	58	50	0.539817302513	1.0	1.0,1.0,1.0	0.975,1.0,0.96	0.022
4890	"ENSG00000108439"	"ENSG00000108439"	chr17	+	47941570	47942051	47941570	47941813	47943305	47943430	4890	14,9,10	33,16,10	64,13,15	2,17,14	288	50	0.0208414215464	0.11620198330364843	0.069,0.089,0.148	0.847,0.117,0.157	-0.272
4891	"ENSG00000161682"	"ENSG00000161682"	chr17	-	44358944	44359143	44359061	44359143	44356429	44356588	4891	2,0,6	0,1,0	0,2,0	0,1,0	167	50	1	1.0	1.0,0.0,1.0	NA,0.375,NA	0.292
4893	"ENSG00000087266"	"ENSG00000087266"	chr4	+	2823394	2823573	2823394	2823569	2824612	2824730	4893	0,2,0	3,3,2	0,0,1	0,2,0	54	50	1	1.0	0.0,0.382,0.0	NA,0.0,1.0	-0.373
4894	"ENSG00000175920"	"ENSG00000175920"	chr4	+	3476341	3476542	3476341	3476531	3485538	3485658	4894	3,1,1	0,0,0	4,13,3	0,0,5	61	50	0.0442799964401	0.19975198394089555	1.0,1.0,1.0	1.0,1.0,0.33	0.223
4895	"ENSG00000112983"	"ENSG00000112983"	chr5	-	138171344	138171410	138171360	138171410	138171037	138171160	4895	5,2,5	242,109,71	16,3,6	298,84,96	66	50	0.0606663130271	0.2543997689943931	0.015,0.014,0.051	0.039,0.026,0.045	-0.01
4896	"ENSG00000112983"	"ENSG00000112983"	chr5	-	138177565	138177667	138177570	138177667	138172064	138172134	4896	0,1,1	150,121,93	0,0,0	110,92,92	55	50	1	1.0	0.0,0.007,0.01	0.0,0.0,0.0	0.006
4897	"ENSG00000132406"	"ENSG00000132406"	chr4	-	4247600	4248212	4248105	4248212	4246201	4246343	4897	130,66,79	90,87,66	188,113,89	68,84,54	555	50	0.000950332898983	0.01172427272612729	0.115,0.064,0.097	0.199,0.108,0.129	-0.053
4898	"ENSG00000168264"	"ENSG00000168264"	chr1	-	234608446	234609525	234608494	234609525	234604268	234607852	4898	863,844,767	322,340,271	898,745,648	337,299,275	98	50	0.551324490382	1.0	0.578,0.559,0.591	0.576,0.56,0.546	0.015
4899	"ENSG00000170846"	"ENSG00000170846"	chr4	+	6673450	6674706	6673450	6674637	6674992	6676047	4899	10,34,27	3,7,5	40,42,43	11,19,9	119	50	0.264308590835	0.7115142656233334	0.583,0.671,0.694	0.604,0.482,0.667	0.065
4900	"ENSG00000197062"	"ENSG00000197062"	chr6	+	28271853	28272336	28271853	28271934	28272669	28272787	4900	326,242,146	10,4,3	492,289,280	0,2,0	452	50	2.09816997221e-07	2.67726488453996e-05	0.783,0.87,0.843	1.0,0.941,1.0	-0.148
4901	"ENSG00000197062"	"ENSG00000197062"	chr6	+	28271853	28272339	28271853	28271934	28272669	28272787	4901	353,276,167	10,4,3	558,317,302	0,2,0	455	50	2.8152764775e-07	3.3981147968959465e-05	0.795,0.883,0.859	1.0,0.946,1.0	-0.136
4902	"ENSG00000197062"	"ENSG00000197062"	chr6	+	28271853	28272339	28271853	28272336	28272669	28272787	4902	27,34,22	0,0,1	66,30,27	0,2,5	53	50	0.032718683489	0.16022109699766884	1.0,1.0,0.954	1.0,0.934,0.836	0.061
4903	"ENSG00000168591"	"ENSG00000168591"	chr17	+	44188934	44189299	44188934	44189091	44190500	44191711	4903	810,463,370	1,1,0	865,446,386	0,0,0	258	50	1	1.0	0.994,0.989,1.0	1.0,1.0,1.0	-0.006
