ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4964	"ENSG00000205856"	"ENSG00000205856"	chr22	-	32150318	32151019	32150318	32150479	32150991	32151019	4964	18,22,14	4,3,9	0,0,2	0,0,0	562	50	1	1.0	0.286,0.395,0.122	NA,NA,1.0	-0.732
4965	"ENSG00000100225"	"ENSG00000100225"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281	4965	5040,4029,2301	0,0,0	4464,3512,3066	0,2,1	5326	50	0.589187069215	0.8791718188630584	1.0,1.0,1.0	1.0,0.943,0.966	0.03
4966	"ENSG00000010932"	"ENSG00000010932"	chr1	+	171281977	171283216	171281977	171282333	171283143	171283216	4966	67,56,28	126,93,77	103,88,89	134,123,139	860	50	0.0236191551593	0.09586361783378868	0.03,0.034,0.021	0.043,0.04,0.036	-0.011
4970	"ENSG00000149923"	"ENSG00000149923"	chr16	+	30082745	30083567	30082745	30082847	30083393	30083567	4970	1035,660,784	233,182,169	1054,504,507	203,140,105	596	50	0.528882838548	0.8239928967773316	0.271,0.233,0.28	0.303,0.232,0.288	-0.013
4971	"ENSG00000149923"	"ENSG00000149923"	chr16	+	30082745	30083567	30082745	30082963	30083393	30083567	4971	858,560,681	0,3,1	844,430,433	15,3,0	480	50	9.65617181722e-05	0.0013008554631729428	1.0,0.951,0.986	0.854,0.937,1.0	0.049
4972	"ENSG00000149923"	"ENSG00000149923"	chr16	+	30083393	30083781	30083393	30083567	30083654	30083781	4972	91,65,62	385,239,229	95,41,46	358,197,123	137	50	0.745164580503	1.0	0.079,0.09,0.09	0.088,0.071,0.12	-0.007
4973	"ENSG00000100353"	"ENSG00000100353"	chr22	-	36525663	36526131	36525663	36525709	36525998	36526131	4973	16,6,14	890,627,565	35,3,0	730,454,388	339	50	1	1.0	0.003,0.001,0.004	0.007,0.001,0.0	0.0
4975	"ENSG00000133466"	"ENSG00000133466"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	4975	1278,631,637	22,7,3	2007,980,1286	25,10,11	1334	50	0.797450539499	1.0	0.685,0.772,0.888	0.751,0.786,0.814	-0.002
4976	"ENSG00000100055"	"ENSG00000100055"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	4976	42,18,15	4,4,1	0,0,0	8,0,0	542	50	1	1.0	0.492,0.293,0.58	0.0,NA,NA	0.455
4977	"ENSG00000162591"	"ENSG00000162591"	chr1	-	3494370	3494741	3494370	3494499	3494612	3494741	4977	29,33,28	58,97,48	10,20,6	155,101,116	163	50	2.92976753968e-12	5.174837554345896e-10	0.133,0.094,0.152	0.019,0.057,0.016	0.096
4978	"ENSG00000100201"	"ENSG00000100201"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	4978	49232,23352,13676	1424,735,739	50217,30315,25375	1918,762,866	3990	50	0.265858235833	0.5301913824981057	0.302,0.285,0.188	0.247,0.333,0.269	-0.025
4979	"ENSG00000132199"	"ENSG00000132199"	chr18	-	690548	691276	690548	690631	691203	691276	4979	1199,805,557	6,2,0	1583,848,887	0,0,1	622	50	0.087517879387	0.24251758674991455	0.941,0.97,1.0	1.0,1.0,0.986	-0.025
4980	"ENSG00000100316"	"ENSG00000100316"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	4980	161,79,104	6504,4740,5191	208,118,172	7277,5108,5633	256	50	1	1.0	0.005,0.003,0.004	0.006,0.004,0.006	-0.001
4981	"ENSG00000100316"	"ENSG00000100316"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	4981	7652,4564,5264	17,10,20	8325,5200,5845	33,10,16	846	50	0.58801758555	0.8785262736491073	0.964,0.964,0.94	0.937,0.968,0.956	0.002
4983	"ENSG00000128272"	"ENSG00000128272"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	4983	2374,1989,1641	1900,1385,1564	3096,2027,1866	2362,1598,1574	652	50	0.865878870839	1.0	0.087,0.099,0.074	0.091,0.089,0.083	-0.001
4984	"ENSG00000100359"	"ENSG00000100359"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	4984	150,67,57	162,124,118	339,101,81	229,125,108	179	50	0.00639914630362	0.03519899506570217	0.205,0.131,0.119	0.293,0.184,0.173	-0.065
4985	"ENSG00000100359"	"ENSG00000100359"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	4985	202,101,66	174,126,131	304,122,97	145,141,116	134	50	0.0951108616119	0.25766602435519603	0.302,0.23,0.158	0.439,0.244,0.238	-0.077
4986	"ENSG00000100359"	"ENSG00000100359"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	4986	99,82,83	260,178,161	204,126,86	266,232,184	140	50	0.0190430299479	0.0813504313137299	0.12,0.141,0.155	0.215,0.162,0.143	-0.035
4987	"ENSG00000100359"	"ENSG00000100359"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	4987	886,616,507	73,68,49	786,722,555	74,59,47	281	50	0.511988516622	0.8098418692438865	0.684,0.617,0.648	0.654,0.685,0.678	-0.023
4988	"ENSG00000100359"	"ENSG00000100359"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	4988	1286,888,727	0,0,6	1241,1013,804	2,5,0	371	50	0.878009408538	1.0	1.0,1.0,0.942	0.988,0.965,1.0	-0.004
4990	"ENSG00000100380"	"ENSG00000100380"	chr22	-	40840625	40840692	40840625	40840653	40840655	40840692	4990	1010,663,596	0,0,0	1510,701,668	0,0,2	52	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
4992	"ENSG00000113851"	"ENSG00000113851"	chr3	-	3153423	3156281	3153423	3153488	3156218	3156281	4992	1837,893,542	0,0,1	1755,1169,1057	0,0,0	2780	50	1	1.0	1.0,1.0,0.907	1.0,1.0,1.0	-0.031
4993	"ENSG00000158525"	"ENSG00000158525"	chr7	+	130367371	130367990	130367371	130367571	130367905	130367990	4993	25,7,7	4,0,2	0,6,4	0,0,0	384	50	1	1.0	0.449,1.0,0.313	NA,1.0,1.0	-0.413
4994	"ENSG00000100167"	"ENSG00000100167"	chr22	+	41994620	41998221	41994620	41994714	41996901	41998221	4994	155,149,231	0,1,0	310,1067,296	0,5,0	2237	50	0.074119388793	0.2164576639031335	1.0,0.769,1.0	1.0,0.827,1.0	-0.019
4995	"ENSG00000237037"	"ENSG00000237037"	chr22	+	42124046	42124562	42124046	42124130	42124476	42124562	4995	0,0,0	3,0,2	0,0,2	0,0,3	396	50	1	1.0	0.0,NA,0.0	NA,NA,0.078	-0.078
4997	"ENSG00000237037"	"ENSG00000237037"	chr22	+	42136198	42136714	42136198	42136282	42136671	42136714	4997	1,1,3	8,0,2	16,0,5	16,0,1	439	50	1	1.0	0.014,1.0,0.146	0.102,NA,0.363	0.154
5000	"ENSG00000183569"	"ENSG00000183569"	chr22	+	42555663	42556083	42555663	42555705	42556047	42556083	5000	14,4,12	0,3,2	58,20,27	0,3,4	392	50	0.362163292433	0.6488827164639049	1.0,0.145,0.434	1.0,0.46,0.463	-0.115
5003	"ENSG00000175467"	"ENSG00000175467"	chr11	+	65966075	65966556	65966075	65966218	65966349	65966556	5003	20,8,1	135,193,171	15,2,1	268,163,120	181	50	0.155019308912	0.36725637565888125	0.039,0.011,0.002	0.015,0.003,0.002	0.011
5005	"ENSG00000186654"	"ENSG00000186654"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608	5005	30,66,41	0,3,5	26,55,7	0,2,1	132	50	0.0569260933233	0.18195746585711645	1.0,0.893,0.756	1.0,0.912,0.726	0.004
5006	"ENSG00000137309"	"ENSG00000137309"	chr6	+	34236872	34237317	34236872	34236963	34237203	34237317	5006	156,64,100	348,211,242	244,117,115	291,170,130	290	50	6.69214683668e-09	5.599096186688933e-07	0.072,0.05,0.067	0.126,0.106,0.132	-0.058
5007	"ENSG00000036549"	"ENSG00000036549"	chr1	-	77579526	77581069	77579526	77579628	77580997	77581069	5007	175,87,74	127,66,64	78,111,93	154,87,91	1419	50	0.00413456058529	0.025500884523536865	0.046,0.044,0.039	0.018,0.043,0.035	0.011
5008	"ENSG00000103335"	"ENSG00000103335"	chr16	-	88715932	88716119	88715932	88715977	88716096	88716119	5008	509,351,345	0,2,0	675,457,434	0,0,0	169	50	1	1.0	1.0,0.981,1.0	1.0,1.0,1.0	-0.006
5010	"ENSG00000128159"	"ENSG00000128159"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402	5010	160,96,75	130,85,58	131,100,68	236,112,91	121	50	9.00671348096e-05	0.0012307454610515254	0.337,0.318,0.348	0.187,0.27,0.236	0.103
5011	"ENSG00000128159"	"ENSG00000128159"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791	5011	81,61,72	106,71,51	133,50,50	98,67,68	237	50	0.980342701294	1.0	0.139,0.153,0.229	0.223,0.136,0.134	0.009
5012	"ENSG00000128159"	"ENSG00000128159"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874	5012	422,374,346	3,3,0	675,517,399	3,8,8	226	50	0.020366098332	0.0860282754165704	0.969,0.965,1.0	0.98,0.935,0.917	0.034
5013	"ENSG00000128159"	"ENSG00000128159"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874	5013	550,447,412	18,16,24	856,610,486	26,21,16	285	50	0.249359121078	0.5084323759606947	0.843,0.831,0.751	0.852,0.836,0.842	-0.035
5014	"ENSG00000128159"	"ENSG00000128159"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874	5014	3434,2427,1995	2,0,0	5320,2832,2562	0,0,0	1309	50	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
5015	"ENSG00000205593"	"ENSG00000205593"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	5015	180,192,193	46,26,22	244,237,151	42,56,19	378	50	0.678556394008	0.9546362396129826	0.341,0.494,0.537	0.435,0.359,0.512	0.022
5016	"ENSG00000205593"	"ENSG00000205593"	chr22	-	50316024	50316475	50316024	50316087	50316369	50316475	5016	108,69,74	0,1,2	77,94,57	0,0,0	332	50	0.706948715509	0.9803542960925912	1.0,0.912,0.848	1.0,1.0,1.0	-0.08
5017	"ENSG00000100258"	"ENSG00000100258"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	5017	125,171,173	163,164,162	129,169,148	88,78,89	157	50	8.50814533504e-06	0.00019224158931874265	0.196,0.249,0.254	0.318,0.408,0.346	-0.124
5018	"ENSG00000100258"	"ENSG00000100258"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	5018	439,326,334	2,2,0	415,335,161	3,4,0	299	50	0.155294377793	0.3677213748298963	0.973,0.965,1.0	0.959,0.933,1.0	0.015
5019	"ENSG00000025708"	"ENSG00000025708"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	5019	423,378,406	763,877,1087	238,144,181	344,355,378	154	50	0.159515170581	0.3741897926713178	0.153,0.123,0.108	0.183,0.116,0.135	-0.017
5020	"ENSG00000025708"	"ENSG00000025708"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	5020	382,342,353	15,20,24	238,136,169	0,5,4	139	50	4.40453136916e-05	0.0006932412574100344	0.902,0.86,0.841	1.0,0.907,0.938	-0.081
5021	"ENSG00000205560"	"ENSG00000205560"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	5021	64,26,31	140,133,95	70,21,21	191,76,53	132	50	0.72996223153	0.9997673412310655	0.148,0.069,0.11	0.122,0.095,0.13	-0.007
5022	"ENSG00000100288"	"ENSG00000100288"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	5022	639,337,283	405,243,199	928,325,382	448,268,210	136	50	0.313733679991	0.5927876069243577	0.367,0.338,0.343	0.432,0.308,0.401	-0.031
5023	"ENSG00000100288"	"ENSG00000100288"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	5023	2469,1589,1192	127,64,85	2854,1830,1641	108,61,65	436	50	0.0110211970831	0.0534147244809999	0.69,0.74,0.617	0.752,0.775,0.743	-0.074
5025	"ENSG00000137802"	"ENSG00000137802"	chr15	+	41812515	41813101	41812515	41812653	41812918	41813101	5025	204,129,36	58,32,18	80,58,38	17,29,16	315	50	0.542085370856	0.8379919395825813	0.358,0.39,0.241	0.428,0.241,0.274	0.015
5026	"ENSG00000137802"	"ENSG00000137802"	chr15	+	41812515	41813781	41812515	41813101	41813620	41813781	5026	43,27,7	109,67,45	0,22,0	43,43,57	569	50	0.000894449233168	0.007769814923457544	0.034,0.034,0.013	0.0,0.043,0.0	0.013
5027	"ENSG00000137802"	"ENSG00000137802"	chr15	+	41815258	41815799	41815258	41815405	41815623	41815799	5027	75,38,39	56,67,51	50,20,19	28,33,47	268	50	0.685210047225	0.9613906193633496	0.2,0.096,0.125	0.25,0.102,0.07	-0.0
5028	"ENSG00000137802"	"ENSG00000137802"	chr15	+	41819245	41819650	41819245	41819379	41819594	41819650	5028	178,139,114	53,67,29	42,75,49	49,30,13	265	50	0.124840915156	0.31534233282784113	0.388,0.281,0.426	0.139,0.321,0.416	0.073
5029	"ENSG00000126934"	"ENSG00000126934"	chr19	-	4094452	4095449	4094452	4094498	4095387	4095449	5029	316,297,239	475,373,369	261,263,227	607,296,307	939	50	0.44046818264	0.7422589268587138	0.034,0.041,0.033	0.022,0.045,0.038	0.001
5032	"ENSG00000076864"	"ENSG00000076864"	chr1	-	21602803	21603912	21602803	21602913	21603834	21603912	5032	237,129,71	0,5,4	16,58,27	0,0,0	971	50	4.58919501511e-06	0.00011766597326376124	1.0,0.571,0.478	1.0,1.0,1.0	-0.317
5034	"ENSG00000170364"	"ENSG00000170364"	chr3	+	4312897	4313761	4312897	4313229	4313646	4313761	5034	686,289,210	7,5,3	1238,428,522	19,8,15	467	50	0.102221572852	0.27219133496995424	0.913,0.861,0.882	0.875,0.851,0.788	0.047
5035	"ENSG00000170364"	"ENSG00000170364"	chr3	+	4312897	4313761	4312897	4313229	4313666	4313761	5035	734,298,216	15,8,2	1280,448,544	7,9,3	487	50	0.0132611492218	0.06104480756637471	0.834,0.793,0.917	0.949,0.836,0.949	-0.063
5036	"ENSG00000134107"	"ENSG00000134107"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408	5036	1689,1706,1117	3213,2982,2378	1539,1137,827	1375,1197,895	319	50	1.30118138486e-13	4.136889349598227e-11	0.076,0.082,0.069	0.149,0.13,0.127	-0.06
5037	"ENSG00000118655"	"ENSG00000118655"	chr1	+	113911130	113914086	113911130	113911838	113912131	113914086	5037	115,153,86	0,2,1	207,83,54	0,0,0	343	50	0.343231076118	0.6257144503083876	1.0,0.918,0.926	1.0,1.0,1.0	-0.052
5042	"ENSG00000114026"	"ENSG00000114026"	chr3	+	9756766	9757191	9756766	9756816	9757043	9757191	5042	59,42,29	0,2,1	55,68,79	0,1,3	277	50	0.522944760784	0.8182871675019002	1.0,0.791,0.84	1.0,0.925,0.826	-0.04
5043	"ENSG00000163704"	"ENSG00000163704"	chr3	-	9945541	9948001	9945541	9945711	9946084	9948001	5043	217,134,100	14,1,1	75,79,82	5,4,0	423	50	0.784482174121	1.0	0.647,0.941,0.922	0.639,0.7,1.0	0.057
5045	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	5045	95,141,78	79,118,89	118,128,71	150,166,94	298	50	0.0129963085357	0.06029380461095117	0.168,0.167,0.128	0.117,0.115,0.112	0.04
5046	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	5046	11,32,29	169,140,92	30,37,26	211,158,100	130	50	0.58489645195	0.8756256097835672	0.024,0.081,0.108	0.052,0.083,0.091	-0.004
5047	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	5047	15,11,0	155,121,87	22,15,1	194,139,138	129	50	0.576945625489	0.8709888217654451	0.036,0.034,0.0	0.042,0.04,0.003	-0.005
5048	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	5048	25,17,8	58,63,41	26,16,17	51,87,32	330	50	0.549412012454	0.8448612373299417	0.061,0.039,0.029	0.072,0.027,0.074	-0.015
5049	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137022701	137023052	137022701	137022865	137022940	137023052	5049	3,4,0	54,53,29	10,1,0	93,68,45	125	50	1	1.0	0.022,0.029,0.0	0.041,0.006,0.0	0.001
5050	"ENSG00000107331"	"ENSG00000107331"	chr9	-	137022940	137023840	137022940	137023052	137023837	137023840	5050	369,240,134	28,20,8	678,297,168	60,17,10	835	50	0.878784961708	1.0	0.441,0.418,0.501	0.404,0.511,0.501	-0.019
5051	"ENSG00000144559"	"ENSG00000144559"	chr3	-	11807832	11809682	11807832	11807895	11809516	11809682	5051	62,230,262	35,18,17	42,155,383	24,16,10	1671	50	0.668100363949	0.9460404912545799	0.05,0.277,0.316	0.05,0.225,0.534	-0.055
5053	"ENSG00000154743"	"ENSG00000154743"	chr3	+	12503261	12503784	12503261	12503469	12503646	12503784	5053	213,168,106	0,1,1	267,132,127	0,1,0	227	50	1	1.0	1.0,0.974,0.959	1.0,0.967,1.0	-0.011
5054	"ENSG00000154743"	"ENSG00000154743"	chr3	+	12529761	12531659	12529761	12529873	12531569	12531659	5054	340,182,72	51,34,30	449,155,158	55,47,40	1746	50	0.895049886997	1.0	0.16,0.133,0.064	0.189,0.086,0.102	-0.007
5055	"ENSG00000177463"	"ENSG00000177463"	chr3	+	15037999	15039227	15037999	15038137	15039121	15039227	5055	713,279,178	95,36,39	579,250,276	104,44,16	1034	50	0.563753111783	0.859680117651193	0.266,0.273,0.181	0.212,0.216,0.455	-0.054
5056	"ENSG00000179222"	"ENSG00000179222"	chrX	+	51897794	51898193	51897794	51897886	51898113	51898193	5056	69,55,57	461,352,282	132,94,91	466,307,309	277	50	1.26338721435e-05	0.0002543049298274768	0.026,0.027,0.035	0.049,0.052,0.05	-0.021
5057	"ENSG00000179222"	"ENSG00000179222"	chrX	+	51897794	51900296	51897794	51898193	51900181	51900296	5057	594,500,404	0,0,2	896,620,478	0,1,0	2038	50	1	1.0	1.0,1.0,0.832	1.0,0.938,1.0	-0.035
5058	"ENSG00000179222"	"ENSG00000179222"	chrX	+	51901552	51902354	51901552	51901938	51902145	51902354	5058	107,168,95	402,519,430	129,165,172	570,546,388	257	50	0.211203510938	0.45514213450669766	0.049,0.059,0.041	0.042,0.056,0.079	-0.009
5060	"ENSG00000151093"	"ENSG00000151093"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997	5060	242,184,152	12,6,5	215,192,129	19,4,4	504	50	0.734933531267	1.0	0.667,0.753,0.751	0.529,0.826,0.762	0.018
5061	"ENSG00000151093"	"ENSG00000151093"	chr3	+	25790989	25791997	25790989	25791696	25791945	25791997	5061	174,106,85	1,0,1	132,165,113	0,1,2	299	50	1	1.0	0.967,1.0,0.934	1.0,0.965,0.904	0.011
5063	"ENSG00000144635"	"ENSG00000144635"	chr3	-	32570345	32570858	32570345	32570419	32570624	32570858	5063	31,62,44	72,98,76	56,53,25	69,55,53	255	50	0.0900556507882	0.24782192649101317	0.078,0.11,0.102	0.137,0.159,0.085	-0.03
5064	"ENSG00000168256"	"ENSG00000168256"	chr17	+	42022398	42022640	42022398	42022472	42022564	42022640	5064	322,323,279	34,13,14	346,257,217	9,12,11	142	50	0.0345854060076	0.12716869795701188	0.769,0.897,0.875	0.931,0.883,0.874	-0.049
5065	"ENSG00000168256"	"ENSG00000168256"	chr17	+	42022398	42022640	42022398	42022472	42022569	42022640	5065	326,329,287	1,4,3	347,257,219	13,1,3	147	50	0.0209581609883	0.08790630585154152	0.991,0.965,0.97	0.901,0.989,0.961	0.025
5066	"ENSG00000251573"	"ENSG00000251573"	chr5	-	50969216	50969577	50969216	50969323	50969504	50969577	5066	36,30,38	0,6,3	78,48,41	7,0,1	231	50	0.343849301352	0.6263626119739067	1.0,0.52,0.733	0.707,1.0,0.899	-0.118
5067	"ENSG00000172995"	"ENSG00000172995"	chr3	+	35683725	35685887	35683725	35683815	35684020	35685887	5067	3,0,2	0,0,0	4,14,2	40,9,8	255	50	1	1.0	1.0,NA,1.0	0.019,0.234,0.047	0.9
5068	"ENSG00000130653"	"ENSG00000130653"	chr9	-	137460633	137461620	137460633	137460737	137461535	137461620	5068	167,65,68	65,15,14	260,88,114	158,38,40	848	50	0.00655373100091	0.03571970644953119	0.132,0.204,0.223	0.088,0.12,0.144	0.069
5069	"ENSG00000130653"	"ENSG00000130653"	chr9	-	137464125	137464456	137464125	137464195	137464339	137464456	5069	24,8,7	76,27,25	21,7,14	179,48,33	194	50	0.0308607158328	0.11625178025799619	0.075,0.071,0.067	0.029,0.036,0.099	0.016
5070	"ENSG00000130653"	"ENSG00000130653"	chr9	-	137478033	137479238	137478033	137478152	137479055	137479238	5070	199,73,46	47,4,7	383,78,123	35,18,7	953	50	0.456649763304	0.755380756571896	0.182,0.489,0.256	0.365,0.185,0.48	-0.034
5071	"ENSG00000141526"	"ENSG00000141526"	chr17	+	82235982	82236231	82235982	82236050	82236128	82236231	5071	152,126,81	14,8,5	49,30,16	8,2,1	128	50	0.558599576681	0.854929839920311	0.809,0.86,0.864	0.705,0.854,0.862	0.037
5072	"ENSG00000136059"	"ENSG00000136059"	chr3	+	38006180	38006700	38006180	38006252	38006448	38006700	5072	35,41,50	34,35,39	45,23,25	39,38,38	246	50	0.0703129999772	0.20905405043096434	0.173,0.192,0.207	0.19,0.11,0.118	0.051
5073	"ENSG00000187091"	"ENSG00000187091"	chr3	-	38008457	38009158	38008457	38008636	38009041	38009158	5073	134,66,92	68,35,56	110,72,87	40,29,21	455	50	0.00813103076635	0.04242547672289185	0.178,0.172,0.153	0.232,0.214,0.313	-0.085
5074	"ENSG00000187091"	"ENSG00000187091"	chr3	-	38009271	38009811	38009271	38009431	38009652	38009811	5074	25,17,21	99,62,147	52,21,22	85,47,69	271	50	5.43329813794e-05	0.0008304935519178161	0.045,0.048,0.026	0.101,0.076,0.056	-0.038
5075	"ENSG00000187091"	"ENSG00000187091"	chr3	-	38009903	38010275	38009903	38010053	38010130	38010275	5075	36,28,26	61,34,72	109,19,23	39,36,28	127	50	0.038687445291	0.13840992242519054	0.189,0.245,0.124	0.524,0.172,0.244	-0.127
5076	"ENSG00000172936"	"ENSG00000172936"	chr3	+	38140387	38140848	38140387	38140568	38140756	38140848	5076	343,245,242	137,83,84	106,101,124	107,49,33	238	50	0.127686648469	0.32100033028395414	0.345,0.383,0.377	0.172,0.302,0.441	0.063
5077	"ENSG00000172936"	"ENSG00000172936"	chr3	+	38140387	38140848	38140387	38140592	38140756	38140848	5077	318,234,222	0,4,0	98,90,116	11,1,0	214	50	0.000611889387131	0.005755622262776605	1.0,0.932,1.0	0.675,0.955,1.0	0.101
5079	"ENSG00000070610"	"ENSG00000070610"	chr9	-	35736866	35737939	35736866	35737604	35737747	35737939	5079	466,328,303	9,1,6	426,263,217	0,4,7	193	50	0.668120019825	0.9460404912545799	0.931,0.988,0.929	1.0,0.945,0.889	0.005
5080	"ENSG00000181322"	"ENSG00000181322"	chr3	-	138329302	138329823	138329302	138329339	138329754	138329823	5080	15,2,7	0,0,0	32,8,15	0,3,0	465	50	0.0858930679291	0.23926637906184453	1.0,1.0,1.0	1.0,0.223,1.0	0.259
5081	"ENSG00000008311"	"ENSG00000008311"	chr7	-	122078861	122079712	122078861	122078950	122079596	122079712	5081	498,54,99	133,58,50	974,148,322	150,79,106	696	50	0.0246640337557	0.09859411314411845	0.212,0.063,0.125	0.318,0.119,0.179	-0.072
5084	"ENSG00000182983"	"ENSG00000182983"	chr3	+	42908021	42908909	42908021	42908148	42908792	42908909	5084	377,178,131	0,1,4	770,253,348	7,6,2	694	50	0.199372316109	0.4371524485166993	1.0,0.928,0.702	0.888,0.752,0.926	0.021
5085	"ENSG00000182983"	"ENSG00000182983"	chr3	+	42908021	42908909	42908021	42908148	42908795	42908909	5085	377,181,131	14,6,3	776,257,349	38,9,7	697	50	0.700002220537	0.9747247694990376	0.659,0.684,0.758	0.594,0.672,0.781	0.018
5086	"ENSG00000179152"	"ENSG00000179152"	chr3	+	44400354	44401334	44400354	44400587	44401202	44401334	5086	51,29,17	61,22,30	45,22,12	57,66,45	665	50	0.0039811934981	0.024657547782388177	0.059,0.09,0.041	0.056,0.024,0.02	0.03
5091	"ENSG00000160796"	"ENSG00000160796"	chr3	+	47007240	47007697	47007240	47007350	47007524	47007697	5091	544,395,384	142,116,80	139,122,96	15,28,24	224	50	0.181507156967	0.40907733061229823	0.461,0.432,0.517	0.674,0.493,0.472	-0.076
5092	"ENSG00000213689"	"ENSG00000213689"	chr3	+	48465486	48467645	48465486	48466309	48466629	48467645	5092	127,105,86	62,40,65	243,132,126	36,49,42	370	50	0.00329880441365	0.02166941907534001	0.217,0.262,0.152	0.477,0.267,0.288	-0.134
5093	"ENSG00000213689"	"ENSG00000213689"	chr3	+	48466629	48467645	48466629	48466641	48466739	48467645	5093	217,147,160	0,2,2	168,147,145	4,5,0	148	50	0.053406757811	0.1744498821922322	1.0,0.961,0.964	0.934,0.909,1.0	0.027
5094	"ENSG00000164054"	"ENSG00000164054"	chr3	-	48467875	48469573	48467875	48468217	48469360	48469573	5094	13098,7026,7054	0,0,5	15660,7286,8005	0,1,1	1193	50	1	1.0	1.0,1.0,0.983	1.0,0.997,0.997	-0.004
5095	"ENSG00000164054"	"ENSG00000164054"	chr3	-	48467875	48469573	48467875	48469186	48469360	48469573	5095	74,62,65	455,290,263	117,52,70	769,332,335	224	50	0.193483904688	0.4269896998875854	0.035,0.046,0.052	0.033,0.034,0.045	0.007
5096	"ENSG00000164054"	"ENSG00000164054"	chr3	-	48469360	48469573	48469360	48469450	48469451	48469573	5096	652,339,411	0,0,2	874,350,384	0,0,0	51	50	1	1.0	1.0,1.0,0.995	1.0,1.0,1.0	-0.002
5097	"ENSG00000164054"	"ENSG00000164054"	chr3	-	48469360	48469843	48469360	48469573	48469727	48469843	5097	29,25,13	636,413,383	84,48,19	649,493,428	204	50	3.26284639851e-05	0.0005400164674708543	0.011,0.015,0.008	0.031,0.023,0.011	-0.01
5098	"ENSG00000114270"	"ENSG00000114270"	chr3	-	48570133	48570334	48570133	48570178	48570274	48570334	5098	39,16,18	182,86,76	138,68,87	370,205,250	146	50	0.00120900154808	0.009739406052016081	0.068,0.06,0.075	0.113,0.102,0.106	-0.039
5099	"ENSG00000114270"	"ENSG00000114270"	chr3	-	48571242	48572045	48571242	48571278	48572000	48572045	5099	1767,1085,739	143,85,76	4560,2255,2465	313,196,263	772	50	0.9853589355	1.0	0.445,0.453,0.386	0.485,0.427,0.378	-0.002
5100	"ENSG00000010256"	"ENSG00000010256"	chr3	-	48600679	48601118	48600679	48600840	48600974	48601118	5100	53,17,35	141,175,176	83,44,43	174,183,164	184	50	0.00816306251741	0.042453266243760404	0.093,0.026,0.051	0.115,0.061,0.067	-0.024
5102	"ENSG00000225697"	"ENSG00000225697"	chr3	-	48629641	48629978	48629641	48629711	48629871	48629978	5102	41,24,15	11,15,9	112,77,34	41,27,22	210	50	0.733303877769	1.0	0.47,0.276,0.284	0.394,0.404,0.269	-0.012
5103	"ENSG00000213672"	"ENSG00000213672"	chr3	-	48678876	48679183	48678876	48678969	48679054	48679183	5103	4,4,6	33,21,4	8,12,7	46,24,18	135	50	0.669330325373	0.9467458695075157	0.043,0.066,0.357	0.061,0.156,0.126	0.041
