Ensembl_ID,gene_symbol,GNF_GeneAtlas_Specificity
ENSMUSG00000020648,Dus4l,NRE
ENSMUSG00000020649,Rrm2,TRE+NRE
ENSMUSG00000020650,Bcap29,NRE
ENSMUSG00000020651,Slc26a4,TRE
ENSMUSG00000020652,Cenpo,TRE
ENSMUSG00000020653,Klf11,NRE
ENSMUSG00000020654,Adcy3,TRE+NRE
ENSMUSG00000020656,Grhl1,NRE
ENSMUSG00000020657,Dnajc27,TRE
ENSMUSG00000020658,Efr3b,TRE
ENSMUSG00000020659,Cbll1,NRE
ENSMUSG00000020660,Pomc,TRE
ENSMUSG00000020661,Dnmt3a,TRE+NRE
ENSMUSG00000020664,Dld,NRE
ENSMUSG00000020668,Kif3c,TRE+NRE
ENSMUSG00000020669,Sh3yl1,NRE
ENSMUSG00000020671,Rab10,NRE
ENSMUSG00000020672,Sntg2,TRE
ENSMUSG00000020673,Tpo,not detected
ENSMUSG00000020674,Pxdn,NRE
ENSMUSG00000020676,Ccl11,NRE
ENSMUSG00000020677,Ddx52,NRE
ENSMUSG00000020679,Hnf1b,TRE
ENSMUSG00000020680,Taf15,NRE
ENSMUSG00000020681,Ace,TRE+NRE
ENSMUSG00000020682,Mmp28,not detected
ENSMUSG00000020684,Rasl10b,TRE
ENSMUSG00000020686,Gas2l2,not detected
ENSMUSG00000020687,Cdc27,TRE+NRE
ENSMUSG00000020689,Itgb3,TRE+NRE
ENSMUSG00000020690,Efcab3,TRE
ENSMUSG00000020691,Mettl2,NRE
ENSMUSG00000020692,Nle1,TRE
ENSMUSG00000020694,Tlk2,NRE
ENSMUSG00000020695,Mrc2,TRE
ENSMUSG00000020696,Rffl,TRE+NRE
ENSMUSG00000020697,Lig3,TRE+NRE
ENSMUSG00000020698,Cct6b,TRE
ENSMUSG00000020700,Map3k3,TRE+NRE
ENSMUSG00000020701,Tmem132e,TRE
ENSMUSG00000020702,Ccl1,not detected
ENSMUSG00000020703,5530401A14Rik,not detected
ENSMUSG00000020704,Accn1,TRE
ENSMUSG00000020705,Ddx42,NRE
ENSMUSG00000020706,Ftsj3,NRE
ENSMUSG00000020707,Rnf135,NRE
ENSMUSG00000020708,Psmc5,NRE
ENSMUSG00000020709,Adap2,NRE
ENSMUSG00000020712,Tcam1,TRE
ENSMUSG00000020713,Gh,TRE
ENSMUSG00000020715,Ern1,NRE
ENSMUSG00000020716,Nf1,NRE
ENSMUSG00000020717,Pecam1,TRE
ENSMUSG00000020718,Polg2,TRE
ENSMUSG00000020719,Ddx5,NRE
ENSMUSG00000020720,Psmd12,NRE
ENSMUSG00000020721,Helz,TRE+NRE
ENSMUSG00000020722,Cacng1,TRE
ENSMUSG00000020723,Cacng4,TRE
ENSMUSG00000020728,Ccdc46,TRE
ENSMUSG00000020732,Rab37,TRE
ENSMUSG00000020733,Slc9a3r1,NRE
ENSMUSG00000020734,Grin2c,TRE
ENSMUSG00000020736,Nt5c,NRE
ENSMUSG00000020737,Hn1,NRE
ENSMUSG00000020738,Sumo2,NRE
ENSMUSG00000020739,Nup85,NRE
ENSMUSG00000020740,Gga3,NRE
ENSMUSG00000020741,1300001I01Rik,NRE
ENSMUSG00000020743,Mif4gd,TRE+NRE
ENSMUSG00000020744,Slc25a19,TRE
ENSMUSG00000020745,Pafah1b1,TRE+NRE
ENSMUSG00000020747,2310067B10Rik,NRE
ENSMUSG00000020752,Recql5,TRE
ENSMUSG00000020755,Sap30bp,NRE
ENSMUSG00000020758,Itgb4,NRE
ENSMUSG00000020766,Galk1,NRE
ENSMUSG00000020770,Unk,NRE
ENSMUSG00000020773,Trim47,NRE
ENSMUSG00000020774,Aspa,NRE
ENSMUSG00000020775,Mrpl38,NRE
ENSMUSG00000020776,Fbf1,NRE
ENSMUSG00000020777,Acox1,NRE
ENSMUSG00000020778,2310004N24Rik,NRE
ENSMUSG00000020780,Srp68,NRE
ENSMUSG00000020781,Tsen54,NRE
ENSMUSG00000020782,Llgl2,NRE
ENSMUSG00000020783,1200014J11Rik,TRE+NRE
ENSMUSG00000020785,Camkk1,TRE
ENSMUSG00000020787,P2rx1,TRE
ENSMUSG00000020788,Atp2a3,TRE+NRE
ENSMUSG00000020790,Ankfy1,TRE+NRE
ENSMUSG00000020792,Exoc7,NRE
ENSMUSG00000020793,Galr2,not detected
ENSMUSG00000020794,Ube2g1,NRE
ENSMUSG00000020798,Spns3,TRE
ENSMUSG00000020799,Tekt1,TRE
ENSMUSG00000020801,Med31,NRE
ENSMUSG00000020802,Ube2o,TRE
ENSMUSG00000020803,Txndc17,NRE
ENSMUSG00000020804,Aanat,not detected
ENSMUSG00000020805,Slc13a5,TRE
ENSMUSG00000020806,Rhbdf2,NRE
ENSMUSG00000020807,4933427D14Rik,NRE
ENSMUSG00000020808,Fam64a,TRE
ENSMUSG00000020810,Cygb,NRE
ENSMUSG00000020811,Wscd1,TRE
ENSMUSG00000020812,1810032O08Rik,TRE
ENSMUSG00000020814,Mxra7,TRE
ENSMUSG00000020817,Rabep1,NRE
ENSMUSG00000020818,Mfsd11,NRE
ENSMUSG00000020821,Kif1c,TRE+NRE
ENSMUSG00000020823,Sec14l1,TRE+NRE
ENSMUSG00000020826,Nos2,TRE
ENSMUSG00000020827,Mink1,NRE
ENSMUSG00000020828,Pld2,NRE
ENSMUSG00000020829,Slc46a1,NRE
ENSMUSG00000020830,Vmo1,not present
ENSMUSG00000020831,0610010K14Rik,NRE
ENSMUSG00000020832,Eral1,NRE
ENSMUSG00000020834,Dhrs13,TRE
ENSMUSG00000020836,Coro6,TRE
ENSMUSG00000020838,Slc6a4,TRE
ENSMUSG00000020839,Tmigd1,TRE
ENSMUSG00000020840,Blmh,NRE
ENSMUSG00000020841,Cpd,TRE+NRE
ENSMUSG00000020843,Timm22,NRE
ENSMUSG00000020844,Nxn,NRE
ENSMUSG00000020846,Fam101b,NRE
ENSMUSG00000020847,Rph3al,NRE
ENSMUSG00000020848,Doc2b,TRE+NRE
ENSMUSG00000020849,Ywhae,NRE
ENSMUSG00000020850,Prpf8,TRE+NRE
ENSMUSG00000020857,Nme2,NRE
ENSMUSG00000020859,Spag9,NRE
ENSMUSG00000020863,Luc7l3,TRE+NRE
ENSMUSG00000020864,Ankrd40,NRE
ENSMUSG00000020865,Abcc3,NRE
ENSMUSG00000020866,Cacna1g,TRE
ENSMUSG00000020867,Spata20,not present
ENSMUSG00000020868,Xylt2,TRE
ENSMUSG00000020869,Lrrc59,NRE
ENSMUSG00000020870,Cdc34-ps,NRE
ENSMUSG00000020871,Dlx4,not detected
ENSMUSG00000020872,Tac4,not detected
ENSMUSG00000020873,Slc35b1,NRE
ENSMUSG00000020875,Hoxb9,TRE
ENSMUSG00000020876,Snx11,NRE
ENSMUSG00000020877,Scrn2,TRE
ENSMUSG00000020878,Lrrc46,TRE
ENSMUSG00000020882,Cacnb1,TRE
ENSMUSG00000020883,Fbxl20,NRE
ENSMUSG00000020884,Asgr1,TRE
ENSMUSG00000020886,Dlg4,TRE
ENSMUSG00000020887,A230052G05Rik,not present
ENSMUSG00000020889,Nr1d1,TRE
ENSMUSG00000020890,Gucy2e,not detected
ENSMUSG00000020891,Alox8,not detected
ENSMUSG00000020892,Aloxe3,not detected
ENSMUSG00000020893,Per1,NRE
ENSMUSG00000020894,Vamp2,TRE+NRE
ENSMUSG00000020895,Tmem107,TRE+NRE
ENSMUSG00000020897,Aurkb,TRE
ENSMUSG00000020898,1500010J02Rik,NRE
ENSMUSG00000020899,Pfas,NRE
ENSMUSG00000020900,Myh10,NRE
ENSMUSG00000020901,Pik3r5,TRE
ENSMUSG00000020902,Ntn1,NRE
ENSMUSG00000020903,Stx8,NRE
ENSMUSG00000020904,Wdr16,TRE
ENSMUSG00000020905,Usp43,NRE
ENSMUSG00000020907,Rcvrn,TRE
ENSMUSG00000020908,Myh3,TRE
ENSMUSG00000020910,2310004I24Rik,NRE
ENSMUSG00000020911,Krt19,NRE
ENSMUSG00000020912,Krt12,TRE
ENSMUSG00000020913,Krt24,TRE
ENSMUSG00000020914,Top2a,TRE+NRE
ENSMUSG00000020916,Krt36,not detected
ENSMUSG00000020917,Acly,NRE
ENSMUSG00000020918,Kat2a,NRE
ENSMUSG00000020919,Stat5b,TRE+NRE
ENSMUSG00000020921,Tmem101,NRE
ENSMUSG00000020922,Lsm12,TRE+NRE
ENSMUSG00000020923,Ubtf,NRE
ENSMUSG00000020925,Ccdc43,TRE+NRE
ENSMUSG00000020926,Adam11,TRE
ENSMUSG00000020928,Higd1b,TRE
ENSMUSG00000020929,Eftud2,NRE
ENSMUSG00000020930,Ccdc103,TRE
ENSMUSG00000020932,Gfap,TRE+NRE
ENSMUSG00000020935,Dcakd,NRE
ENSMUSG00000020936,Nmt1,TRE+NRE
ENSMUSG00000020937,Plcd3,NRE
ENSMUSG00000020940,1700023F06Rik,not detected
ENSMUSG00000020941,Map3k14,TRE
ENSMUSG00000020945,Lyzl6,TRE+NRE
ENSMUSG00000020946,Gosr2,NRE
ENSMUSG00000020948,Klhl28,NRE
ENSMUSG00000020949,Fkbp3,NRE
ENSMUSG00000020950,Foxg1,TRE
ENSMUSG00000020952,Scfd1,NRE
ENSMUSG00000020953,Coch,TRE
ENSMUSG00000020954,Strn3,NRE
ENSMUSG00000020955,Ap4s1,NRE
ENSMUSG00000020956,6530401N04Rik,not detected
ENSMUSG00000020961,Ston2,not detected
ENSMUSG00000020962,Gtf2a1,TRE+NRE
ENSMUSG00000020963,Tshr,TRE
ENSMUSG00000020964,Sel1l,TRE+NRE
ENSMUSG00000020973,1110034A24Rik,TRE
ENSMUSG00000020974,Pole2,NRE
ENSMUSG00000020978,Klhdc2,NRE
ENSMUSG00000020982,Nemf,NRE
ENSMUSG00000020986,Sec23a,NRE
ENSMUSG00000020988,L2hgdh,NRE
ENSMUSG00000020990,Cdkl1,TRE
ENSMUSG00000020992,4930512B01Rik,not detected
ENSMUSG00000020993,Trappc6b,NRE
ENSMUSG00000020994,Pnn,NRE
ENSMUSG00000021000,Ctage5,NRE
ENSMUSG00000021003,Galc,TRE+NRE
ENSMUSG00000021007,Spata7,TRE
ENSMUSG00000021009,Ptpn21,NRE
ENSMUSG00000021010,Npas3,TRE
ENSMUSG00000021012,Zc3h14,NRE
ENSMUSG00000021013,Ttc8,NRE
ENSMUSG00000021018,Polr2h,NRE
ENSMUSG00000021020,Srp54a,NRE
ENSMUSG00000021022,Ppp2r3c,TRE+NRE
ENSMUSG00000021023,1110008L16Rik,TRE
ENSMUSG00000021024,Psma6,NRE
ENSMUSG00000021025,Nfkbia,NRE
ENSMUSG00000021027,Ralgapa1,NRE
ENSMUSG00000021028,Mbip,NRE
ENSMUSG00000021032,Ngb,TRE
ENSMUSG00000021033,Gstz1,NRE
ENSMUSG00000021036,Sptlc2,NRE
ENSMUSG00000021037,Ahsa1,NRE
ENSMUSG00000021038,Vipar,NRE
ENSMUSG00000021039,Snw1,NRE
ENSMUSG00000021040,1810035L17Rik,NRE
ENSMUSG00000021041,2700073G19Rik,NRE
ENSMUSG00000021044,Adck1,NRE
ENSMUSG00000021047,Nova1,TRE
ENSMUSG00000021048,Mthfd1,TRE+NRE
ENSMUSG00000021051,Ppp2r5e,NRE
ENSMUSG00000021054,Sgpp1,NRE
ENSMUSG00000021055,Esr2,TRE
ENSMUSG00000021056,Tex21,TRE
ENSMUSG00000021057,Akap5,TRE
ENSMUSG00000021061,Spnb1,TRE
ENSMUSG00000021062,Rab15,NRE
ENSMUSG00000021065,Fut8,NRE
ENSMUSG00000021066,Atl1,TRE
ENSMUSG00000021067,Sav1,NRE
ENSMUSG00000021068,Nin,NRE
ENSMUSG00000021069,Pygl,NRE
ENSMUSG00000021070,Bdkrb2,not detected
ENSMUSG00000021071,Trim9,TRE
ENSMUSG00000021072,Tmx1,NRE
ENSMUSG00000021076,Actr10,TRE+NRE
ENSMUSG00000021078,Tomm20l,TRE
ENSMUSG00000021079,Timm9,NRE
ENSMUSG00000021081,Serpina1f,TRE
ENSMUSG00000021086,4930403N07Rik,TRE
ENSMUSG00000021087,Rtn1,TRE
ENSMUSG00000021090,Lrrc9,TRE
ENSMUSG00000021091,Serpina3n,NRE
ENSMUSG00000021094,Dhrs7,NRE
ENSMUSG00000021095,Gsc,not detected
ENSMUSG00000021096,Ppm1a,NRE
ENSMUSG00000021097,Clmn,TRE+NRE
ENSMUSG00000021098,4930447C04Rik,TRE
ENSMUSG00000021099,Six6,TRE
ENSMUSG00000021101,4930408O17Rik,not detected
ENSMUSG00000021102,Glrx5,NRE
ENSMUSG00000021103,Mnat1,NRE
ENSMUSG00000021108,Prkch,NRE
ENSMUSG00000021109,Hif1a,NRE
ENSMUSG00000021111,Papola,NRE
ENSMUSG00000021112,Mpp5,NRE
ENSMUSG00000021113,Snapc1,NRE
ENSMUSG00000021114,Atp6v1d,NRE
ENSMUSG00000021115,Vrk1,TRE+NRE
ENSMUSG00000021116,Eif2s1,TRE+NRE
ENSMUSG00000021118,Plek2,NRE
ENSMUSG00000021120,Pigh,NRE
ENSMUSG00000021123,Rdh12,TRE
ENSMUSG00000021124,Vti1b,NRE
ENSMUSG00000021125,Arg2,TRE
ENSMUSG00000021127,Zfp36l1,NRE
ENSMUSG00000021130,Galntl1,TRE
ENSMUSG00000021131,Erh,NRE
ENSMUSG00000021133,4933426M11Rik,NRE
ENSMUSG00000021134,Srsf5,NRE
ENSMUSG00000021135,Slc10a1,TRE
ENSMUSG00000021136,Smoc1,NRE
ENSMUSG00000021139,Gm20498,NRE
ENSMUSG00000021140,Pcnx,TRE+NRE
ENSMUSG00000021143,Pacs2,TRE
ENSMUSG00000021144,Mta1,NRE
ENSMUSG00000021147,Wdr37,TRE+NRE
ENSMUSG00000021148,Gm9745,not present
ENSMUSG00000021149,Gtpbp4,NRE
ENSMUSG00000021156,Zmynd11,NRE
ENSMUSG00000021171,Esyt2,NRE
ENSMUSG00000021175,Cdca7l,NRE
ENSMUSG00000021176,2610021K21Rik,TRE
ENSMUSG00000021177,Tdp1,TRE
ENSMUSG00000021178,Psmc1,NRE
ENSMUSG00000021179,BC002230,NRE
ENSMUSG00000021180,Rps6ka5,NRE
ENSMUSG00000021182,Ccdc88c,TRE+NRE
ENSMUSG00000021185,9030617O03Rik,NRE
ENSMUSG00000021186,Fbln5,NRE
ENSMUSG00000021187,Tc2n,NRE
ENSMUSG00000021188,Trip11,NRE
ENSMUSG00000021189,Atxn3,NRE
ENSMUSG00000021190,Lgmn,NRE
ENSMUSG00000021192,Golga5,NRE
ENSMUSG00000021193,Pitrm1,NRE
ENSMUSG00000021194,Chga,TRE
ENSMUSG00000021196,Pfkp,NRE
ENSMUSG00000021198,Unc79,not present
ENSMUSG00000021200,Asb2,NRE
ENSMUSG00000021203,Otub2,TRE+NRE
ENSMUSG00000021206,D830046C22Rik,not present
ENSMUSG00000021207,Akr1c21,TRE
ENSMUSG00000021208,Ifi27l2b,TRE
ENSMUSG00000021209,Ppp4r4,TRE
ENSMUSG00000021210,Akr1c6,TRE
ENSMUSG00000021211,Akr1c12,TRE+NRE
ENSMUSG00000021213,Akr1c13,NRE
ENSMUSG00000021214,Akr1c18,TRE
ENSMUSG00000021215,Net1,NRE
ENSMUSG00000021216,Tubal3,not present
ENSMUSG00000021217,Tshz3,TRE
ENSMUSG00000021218,Gdi2,NRE
ENSMUSG00000021219,Rgs6,not detected
ENSMUSG00000021221,Dpf3,TRE
ENSMUSG00000021222,Dcaf4,NRE
ENSMUSG00000021223,Papln,not detected
ENSMUSG00000021224,Numb,NRE
ENSMUSG00000021226,Acot2,TRE+NRE
ENSMUSG00000021228,Acot3,TRE
ENSMUSG00000021234,Fam161b,not present
ENSMUSG00000021235,Coq6,TRE
ENSMUSG00000021236,Entpd5,NRE
ENSMUSG00000021238,Aldh6a1,NRE
ENSMUSG00000021239,Vsx2,TRE
ENSMUSG00000021240,Abcd4,NRE
ENSMUSG00000021241,Isca2,NRE
ENSMUSG00000021242,Npc2,NRE
ENSMUSG00000021243,Fcf1,NRE
ENSMUSG00000021244,Ylpm1,NRE
ENSMUSG00000021245,Mlh3,NRE
ENSMUSG00000021248,Tmed10,NRE
ENSMUSG00000021250,Fos,NRE
ENSMUSG00000021252,0610007P14Rik,NRE
ENSMUSG00000021253,Tgfb3,NRE
ENSMUSG00000021254,1700020O03Rik,NRE
ENSMUSG00000021255,Esrrb,TRE
ENSMUSG00000021256,Vash1,TRE
ENSMUSG00000021257,Angel1,TRE
ENSMUSG00000021258,Ccnk,TRE
ENSMUSG00000021259,Cyp46a1,TRE
ENSMUSG00000021260,Hhipl1,not present
ENSMUSG00000021262,Evl,NRE
ENSMUSG00000021263,Degs2,NRE
ENSMUSG00000021264,Yy1,NRE
ENSMUSG00000021265,Slc25a29,TRE
ENSMUSG00000021266,Wars,NRE
ENSMUSG00000021270,Hsp90aa1,NRE
ENSMUSG00000021271,Zfp839,not present
ENSMUSG00000021273,Fdft1,NRE
ENSMUSG00000021275,Tecpr2,NRE
ENSMUSG00000021276,Cinp,NRE
ENSMUSG00000021277,Traf3,NRE
ENSMUSG00000021278,Amn,TRE
ENSMUSG00000021279,Cdc42bpb,NRE
ENSMUSG00000021280,1200009I06Rik,TRE
ENSMUSG00000021281,Tnfaip2,NRE
ENSMUSG00000021282,Eif5,NRE
ENSMUSG00000021285,Ppp1r13b,not present
ENSMUSG00000021286,Zfyve21,NRE
ENSMUSG00000021287,Xrcc3,TRE+NRE
ENSMUSG00000021288,Klc1,TRE+NRE
ENSMUSG00000021290,2010107E04Rik,NRE
ENSMUSG00000021294,Kif26a,TRE
ENSMUSG00000021298,Gpr132,TRE
ENSMUSG00000021301,Hecw1,TRE
ENSMUSG00000021302,Ggps1,NRE
ENSMUSG00000021303,Gng4,TRE
ENSMUSG00000021306,Gpr137b,TRE+NRE
ENSMUSG00000021311,Mtr,NRE
ENSMUSG00000021313,Ryr2,TRE
ENSMUSG00000021314,Amph,NRE
ENSMUSG00000021318,Gli3,TRE
ENSMUSG00000021319,Sfrp4,TRE
ENSMUSG00000021322,Aoah,TRE
ENSMUSG00000021326,Trim27,NRE
ENSMUSG00000021327,Zkscan3,NRE
ENSMUSG00000021335,Slc17a1,TRE
ENSMUSG00000021336,Slc17a4,not present
ENSMUSG00000021337,Scgn,TRE
ENSMUSG00000021338,Lrrc16a,NRE
ENSMUSG00000021339,Mrs2,NRE
ENSMUSG00000021340,Gpld1,NRE
ENSMUSG00000021342,Prl,TRE
ENSMUSG00000021345,Prl8a6,TRE
ENSMUSG00000021346,Prl8a8,TRE
ENSMUSG00000021347,Prl7b1,TRE
ENSMUSG00000021348,Prl7d1,TRE
ENSMUSG00000021356,Irf4,TRE
ENSMUSG00000021357,Exoc2,NRE
ENSMUSG00000021359,Tfap2a,NRE
ENSMUSG00000021360,Gcnt2,TRE+NRE
ENSMUSG00000021361,Tmem14c,NRE
ENSMUSG00000021362,Gcm2,TRE
ENSMUSG00000021363,Mak,TRE
ENSMUSG00000021364,Elovl2,TRE
ENSMUSG00000021365,Nedd9,NRE
ENSMUSG00000021366,Hivep1,NRE
ENSMUSG00000021367,Edn1,TRE
ENSMUSG00000021368,Tbc1d7,NRE
ENSMUSG00000021371,Ccdc90a,NRE
ENSMUSG00000021373,Cap2,NRE
ENSMUSG00000021374,Nup153,NRE
ENSMUSG00000021375,Kif13a,NRE
ENSMUSG00000021376,Tpmt,TRE
ENSMUSG00000021377,Dek,NRE
ENSMUSG00000021379,Id4,NRE
ENSMUSG00000021381,Barx1,TRE
ENSMUSG00000021384,Susd3,NRE
ENSMUSG00000021385,Ippk,NRE
ENSMUSG00000021388,Aspn,TRE
ENSMUSG00000021390,Ogn,NRE
ENSMUSG00000021391,Cenpp,TRE
ENSMUSG00000021392,Nol8,TRE+NRE
ENSMUSG00000021395,Spin1,NRE
ENSMUSG00000021396,Nxnl2,TRE
ENSMUSG00000021400,Wrnip1,NRE
ENSMUSG00000021403,Serpinb9b,TRE
ENSMUSG00000021404,Serpinb9c,TRE
ENSMUSG00000021408,Ripk1,NRE
ENSMUSG00000021411,1300014I06Rik,NRE
ENSMUSG00000021413,Prpf4b,NRE
ENSMUSG00000021414,1700026J04Rik,TRE
ENSMUSG00000021416,Eci3,TRE
ENSMUSG00000021417,Eci2,NRE
ENSMUSG00000021418,Rpp40,TRE+NRE
ENSMUSG00000021420,Fars2,NRE
ENSMUSG00000021423,Ly86,TRE
ENSMUSG00000021427,Ssr1,NRE
ENSMUSG00000021428,Riok1,NRE
ENSMUSG00000021431,Snrnp48,NRE
ENSMUSG00000021432,Slc35b3,NRE
ENSMUSG00000021439,Ctsq,TRE
ENSMUSG00000021440,Cts7,not detected
ENSMUSG00000021441,Cts6,TRE
ENSMUSG00000021448,Shc3,not detected
ENSMUSG00000021451,Sema4d,TRE+NRE
ENSMUSG00000021453,Gadd45g,NRE
ENSMUSG00000021456,Fbp2,TRE
ENSMUSG00000021457,Syk,TRE+NRE
ENSMUSG00000021458,2010111I01Rik,NRE
ENSMUSG00000021460,Auh,NRE
ENSMUSG00000021461,Fancc,NRE
ENSMUSG00000021464,Ror2,TRE
ENSMUSG00000021466,Ptch1,NRE
ENSMUSG00000021468,Sptlc1,NRE
ENSMUSG00000021469,Msx2,TRE
ENSMUSG00000021470,0610007P08Rik,TRE+NRE
ENSMUSG00000021474,Sfxn1,NRE
ENSMUSG00000021476,Habp4,TRE+NRE
ENSMUSG00000021477,Ctsl,NRE
ENSMUSG00000021478,Drd1a,TRE
ENSMUSG00000021481,Zfp346,NRE
ENSMUSG00000021482,1110018J18Rik,NRE
ENSMUSG00000021483,Cdk20,TRE
ENSMUSG00000021484,Lman2,NRE
ENSMUSG00000021485,Mxd3,TRE+NRE
ENSMUSG00000021486,Prelid1,NRE
ENSMUSG00000021488,Nsd1,NRE
ENSMUSG00000021490,Slc34a1,TRE
ENSMUSG00000021492,F12,TRE
ENSMUSG00000021493,Pdlim7,TRE+NRE
ENSMUSG00000021494,Ddx41,NRE
ENSMUSG00000021495,Fam193b,NRE
ENSMUSG00000021496,Pcbd2,NRE
ENSMUSG00000021497,Txndc15,NRE
ENSMUSG00000021499,Catsper3,TRE
ENSMUSG00000021500,Ddx46,NRE
ENSMUSG00000021501,Caml,NRE
ENSMUSG00000021504,B4galt7,NRE
ENSMUSG00000021506,Pitx1,TRE
ENSMUSG00000021508,Cxcl14,NRE
ENSMUSG00000021509,Slc25a48,TRE
ENSMUSG00000021510,A530054K11Rik,TRE+NRE
ENSMUSG00000021514,Zfp369,NRE
ENSMUSG00000021518,Ptdss1,NRE
ENSMUSG00000021519,Mterfd1,NRE
ENSMUSG00000021520,Uqcrb,NRE
ENSMUSG00000021532,Fastkd3,NRE
ENSMUSG00000021534,1700001L19Rik,TRE
ENSMUSG00000021536,Adcy2,NRE
ENSMUSG00000021537,Cetn3,NRE
ENSMUSG00000021538,Il9,not detected
ENSMUSG00000021539,Lect2,TRE
ENSMUSG00000021540,Smad5,NRE
ENSMUSG00000021541,Trpc7,not detected
ENSMUSG00000021545,1700067P10Rik,TRE
ENSMUSG00000021546,Hnrnpk,NRE
ENSMUSG00000021548,Ccnh,NRE
ENSMUSG00000021549,Rasa1,NRE
ENSMUSG00000021550,2210016F16Rik,TRE+NRE
ENSMUSG00000021552,Gkap1,NRE
ENSMUSG00000021553,Slc28a3,TRE
ENSMUSG00000021555,Naa35,NRE
ENSMUSG00000021556,Golm1,NRE
ENSMUSG00000021557,Agtpbp1,TRE+NRE
ENSMUSG00000021559,Dapk1,NRE
ENSMUSG00000021565,Slc6a19,TRE
ENSMUSG00000021567,Nkd2,TRE
ENSMUSG00000021569,Trip13,TRE+NRE
ENSMUSG00000021572,Cep72,TRE
ENSMUSG00000021573,Tppp,TRE
ENSMUSG00000021575,Ahrr,TRE
ENSMUSG00000021576,Pdcd6,NRE
ENSMUSG00000021577,Sdha,NRE
ENSMUSG00000021578,Ccdc127,TRE+NRE
ENSMUSG00000021579,Lrrc14b,not present
ENSMUSG00000021583,Erap1,NRE
ENSMUSG00000021585,Cast,NRE
ENSMUSG00000021587,Pcsk1,TRE
ENSMUSG00000021589,Rhobtb3,TRE+NRE
ENSMUSG00000021590,Spata9,TRE
ENSMUSG00000021591,Glrx,NRE
ENSMUSG00000021592,Arsk,NRE
ENSMUSG00000021594,Srd5a1,TRE
ENSMUSG00000021595,Nsun2,NRE
ENSMUSG00000021596,Mctp1,TRE
ENSMUSG00000021597,Ankrd32,TRE+NRE
ENSMUSG00000021598,Med10,NRE
ENSMUSG00000021600,8030423J24Rik,not detected
ENSMUSG00000021604,Irx4,TRE
ENSMUSG00000021606,Ndufs6,NRE
ENSMUSG00000021607,Mrpl36,NRE
ENSMUSG00000021608,Lpcat1,TRE+NRE
ENSMUSG00000021609,Slc6a3,not detected
ENSMUSG00000021610,Clptm1l,NRE
ENSMUSG00000021611,Tert,not detected
ENSMUSG00000021612,Slc6a18,TRE
ENSMUSG00000021613,Hapln1,TRE
ENSMUSG00000021614,Vcan,TRE
ENSMUSG00000021615,Xrcc4,TRE
ENSMUSG00000021619,Atg10,NRE
ENSMUSG00000021620,Acot12,TRE
ENSMUSG00000021621,Zcchc9,NRE
ENSMUSG00000021622,Ckmt2,NRE
ENSMUSG00000021624,Cd180,TRE
ENSMUSG00000021629,Slc30a5,NRE
ENSMUSG00000021631,Mrps36-ps1,NRE
ENSMUSG00000021635,Rad17,NRE
ENSMUSG00000021636,Marveld2,NRE
ENSMUSG00000021638,Ocln,TRE+NRE
ENSMUSG00000021639,Gtf2h2,NRE
ENSMUSG00000021640,Naip1,TRE
ENSMUSG00000021643,Serf1,TRE+NRE
ENSMUSG00000021645,Smn1,NRE
ENSMUSG00000021646,Mccc2,NRE
ENSMUSG00000021647,Cartpt,TRE
ENSMUSG00000021650,Ptcd2,NRE
ENSMUSG00000021660,Btf3,NRE
ENSMUSG00000021661,Ankra2,TRE+NRE
ENSMUSG00000021662,Rgnef,NRE
ENSMUSG00000021665,Hexb,NRE
ENSMUSG00000021666,Gfm2,NRE
ENSMUSG00000021668,Polk,TRE+NRE
ENSMUSG00000021669,Col4a3bp,TRE+NRE
ENSMUSG00000021670,Hmgcr,NRE
ENSMUSG00000021671,Poc5,NRE
ENSMUSG00000021675,F2rl2,TRE
ENSMUSG00000021676,Iqgap2,NRE
ENSMUSG00000021678,F2rl1,TRE
ENSMUSG00000021679,S100z,not present
ENSMUSG00000021680,Crhbp,TRE
ENSMUSG00000021681,Aggf1,NRE
ENSMUSG00000021684,Pde8b,TRE+NRE
ENSMUSG00000021685,Otp,not detected
ENSMUSG00000021686,Ap3b1,NRE
ENSMUSG00000021687,Scamp1,NRE
ENSMUSG00000021690,Jmy,TRE+NRE
ENSMUSG00000021692,Dimt1,NRE
ENSMUSG00000021693,Kif2a,TRE+NRE
ENSMUSG00000021694,Ercc8,TRE
ENSMUSG00000021696,Elovl7,TRE+NRE
ENSMUSG00000021697,Depdc1b,TRE
ENSMUSG00000021699,Pde4d,not present
ENSMUSG00000021700,Rab3c,TRE
ENSMUSG00000021701,Plk2,NRE
ENSMUSG00000021702,Thbs4,TRE
ENSMUSG00000021703,Serinc5,NRE
ENSMUSG00000021704,Mtx3,NRE
ENSMUSG00000021706,Zfyve16,NRE
ENSMUSG00000021707,Dhfr,NRE
ENSMUSG00000021708,Rasgrf2,TRE
ENSMUSG00000021709,Erbb2ip,NRE
ENSMUSG00000021710,Nln,NRE
ENSMUSG00000021711,2410002O22Rik,TRE+NRE
ENSMUSG00000021712,Trim23,TRE+NRE
ENSMUSG00000021713,Ppwd1,NRE
ENSMUSG00000021714,Cenpk,TRE
ENSMUSG00000021715,Cwc27,NRE
ENSMUSG00000021716,Srek1ip1,NRE
ENSMUSG00000021718,4933425L06Rik,TRE
